"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"WM848986","Freehold","27 Tyseley Lane, Birmingham (B11 3PT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B11 3PT","N","167200","STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","52.4508259902894","-1.83604714157225"
"WM909706","Freehold","93-96 Floodgate Street, Digbeth, Birmingham (B5 5SR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 5SR","N",,"BELLERIVE REGEN 3 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","52.4763311","-1.8841063"
"WM931176","Leasehold","Land on the south side of Well Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SALHIA INVESTMENTS (BIRMINGHAM) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Templar House, Don Road, St Helier, Jersey, JE1 2TR",,,,,,,,,,,,,,,,,,,,,,,,"10-02-2012","N","0","0"
"WM934350","Leasehold","Apartment 20, The Arcadian Centre, Ladywell Walk, Birmingham and parking space","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"PENTRUST LIMITED",,"Limited Company or Public Limited Company","IRELAND","19 Greenmount House, Greenmount Business Park, Harolds Cross, Dublin 6W, Ireland",,,,,,,,,,,,,,,,,,,,,,,,"24-07-2008","N","0","0"
"WM942044","Leasehold","Apartment 225, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"WM942087","Leasehold","Apartment 295, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"WM942111","Leasehold","Apartment 291, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"WM943456","Leasehold","Apartment 369, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943521","Leasehold","Apartment 374, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, ortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943523","Leasehold","Apartment 385, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943755","Leasehold","Apartment 395, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM954582","Leasehold","Apartment 443, Orion Building, 90 Navigation Street, Birmingham (B5 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AJ","N",,"WHISPERING TREES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Sovereign House 184 Nottingham Road, Basford, Nottingham NG7 7BA","International House, Castle Hill, Victoria Road, Douglas, Isle Of Man, IM2 4RB",,,,,,,,,,,,,,,,,,,,,,,"07-08-2009","N","52.4775541","-1.9023624"
"WM966526","Freehold","1-10 Attwood Court, Stone Road, Edgbaston, Birmingham (B15 2NY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 2NY","N",,"CARTER GEM PROPERTIES LIMITED",,"Limited Company or Public Limited Company","CYPRUS","28, Oktovriou & Aimiliou Chourmouziou, 249, Flat/office M5, 3035, Limassol, Cyprus",,,,,,,,,,,,,,,,,,,,,,,,"09-07-2012","N","52.4658762952556","-1.90227324584481"
"WM968740","Leasehold","Apartment 18, Arena View, 2 Edward Street, Birmingham (B1 2RX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2RX","N","155000","JAMESMONT LIMITED",,"Limited Company or Public Limited Company","IRELAND","15 Southmall, 4th Floor, Cork, Ireland",,,,,,,,,,,,,,,,,,,,,,,,"23-06-2010","Y","52.4809599","-1.9136961"
"WM989384","Leasehold","Restaurant Unit, China Court, Ladywell Walk, Birmingham (B5 4RX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4RX","N",,"FOREVER ASIA INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","HONG KONG","24 Ladywell Walk, Birmingham B5 4ST",,,,,,,,,,,,,,,,,,,,,,,,"12-09-2011","N","52.464639","-1.899969"
"WM990094","Leasehold","92 Kettles Wood Drive, Birmingham (B32 3DB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B32 3DB","N",,"NACHI EUROPE GMBH",,"Corporate Body","GERMANY","Unit 7, Junction 6 Industrial Estate, Electric Avenue, Birmingham B6 7JJ",,,,,,,,,,,,,,,,,,,,,,,,"30-09-2011","N","52.4406099487064","-1.99950865120335"
"WM731547","Freehold","29 Lower Trinity Street, Birmingham (B9 4AG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 4AG","N",,"BELLERIVE REGEN 6 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM753989","Leasehold","Unit A, Gas Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"REED LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","16 George Road, St Peter Port, Guernsey, GY1 1BD","Chattock House, 346 Stratford Road, Shirley, Solihull, W Midlands B90 3DN",,,,,,,,,,,,,,,,,,,,,,,"08-12-2010","N","0","0"
"WM757634","Leasehold","15, 17 &, 19 Birmingham Road, Sutton Coldfield (B72 1QA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B72 1QA","N","650000","STONEGATE PUB COMPANY LIMITED",,"Limited Company or Public Limited Company","CAYMAN ISLANDS","Porter Tun House, 500 Capability Green, Luton LU1 3LU",,,,,,,,,,,,,,,,,,,,,,,,"22-09-2015","N","52.559652856643","-1.82563995946828"
"WM771269","Leasehold","Cafe In The Square, Brindleyplace, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HINES-LASER BRINDLEY 100 S.A.R.L.",,"Corporate Body","LUXEMBOURG","205, Route d'Arlon L-1550 Luxembourg, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"28-07-2010","N","0","0"
"WM772510","Freehold","14 Friary Road, Birmingham (B20 1BB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B20 1BB","N","43500","ST JAMES INVESTMENT GROUP LLC",,"Corporate Body","U.S.A.","Exchange Station, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.516074658525","-1.93942959016773"
"WM781841","Leasehold","6 Brindley Place, Birmingham (B1 2JB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2JB","N",,"BRINDLEY 6 S.A.R.L.",,"Corporate Body","LUXEMBOURG","7, rue Lou Hemmer, L-1748 Luxembourg-Findel, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"28-07-2010","N","52.477561","-1.9136053"
"WM795266","Leasehold","921 Walsall Road, Great Barr (B42 1TN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 1TN","N","105000","REDCLIFFE INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","MALTA","Didsbury House, 748 Wilmslow Road, Didsbury, Manchester M20 2DW","Mamo TCV, Palazzo Pietro Stiges, 90 Strait Street, Valetta VLT 1436, Malta",,,,,,,,,,,,,,,,,,,,,,,"15-04-2008","N","52.5450990575537","-1.93164856730871"
"WM103289","Freehold","36 Edwards Road, Erdington, (B24 9EW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B24 9EW","N",,"EEC PROPERTIES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Acclaim Limited , Acclaim House, 12 Mount Havelock, Douglas, Isle of Man, IM1 2QG",,,,,,,,,,,,,,,,,,,,,,,,"11-01-2013","N","52.5255030782544","-1.8342356483471"
"WM141479","Freehold","1 Streetly Road, Erdington, Birmingham (B23 7BH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B23 7BH","N","1270000","VAGHABHAI LIMITED",,"Limited Company or Public Limited Company","SEYCHELLES","1 Wentworth Road, Sutton Coldfield B74 2SG",,,,,,,,,,,,,,,,,,,,,,,,"27-01-2016","N","52.5262809637917","-1.8585538558052"
"WK135880","Freehold","218 Hubert Road, Birmingham (B29 6EP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B29 6EP","N","280000","MODERN STUDENT ACCOMMODATION LIMITED",,"Limited Company or Public Limited Company","JERSEY","54 Hereford Road, London W2 5AJ","PO Box 546, Portman House, Hue Street, St Helier, Jersey, JE4 5RP",,,,,,,,,,,,,,,,,,,,,,,"02-09-2010","N","52.4384672307914","-1.92966465475803"
"WK162362","Freehold","Stanley House, Park Lane, Castle Vale, Birmingham (B35 6LJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B35 6LJ","N",,"HAVELOCK IOM GP LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","2nd Floor, St Mary's Court,, 20 Hill Street, Douglas, Isle of Man, IM1 1EU",,,"HAVELOCK DISTRIBUTION IOM NOMINEES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","2nd Floor, St Mary's Court,, 20 Hill Street, Douglas, Isle of Man, IM1 1EU",,,,,,,,,,,,,,,,,"29-09-2015","N","52.521402979626","-1.77389795048249"
"WK166019","Freehold","land and buildings on the South side of Coventry Road, South Yardley","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N","3500000","LIDL UK GMBH","FC017929","Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"12-11-2015","N","0","0"
"WK172613","Freehold","1 to 32 Branscombe Close, 139, 141, 159, 161 and 163 Brandwood Road, Kings Heath","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"24-06-2016","N","0","0"
"WK179896","Freehold","Elmdon House, 2291 Coventry Road, Sheldon, Birmingham (B26 3PD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B26 3PD","N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,,,,,,,,,,,,,,,"01-06-2012","N","52.451028841027","-1.77840929201225"
"WK182510","Freehold","land and buildings on the South East side of Camp Lane, Handsworth","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WAGNER DEVELOPMENTS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Vistra Corporate Services Centre, Wickhams Cay II, Road Town, Tortola, VG1110, British Virgin Islands","3rd Floor, 5 Conduit Street, London W1S 2XD",,,,,,,,,,,,,,,,,,,,,,,"29-08-2014","N","0","0"
"WK182574","Freehold","Unit 4, Wharton Street Industrial Estate, Wharton Street, Birmingham (B7 5TR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B7 5TR","N",,"INDUSTRIALS UK LP",,"Corporate Body","DELAWARE, U.S.A.","10-12 Blandford Street, London W1U 4AZ",,,,,,,,,,,,,,,,,,,,,,,,"06-10-2015","N","52.5045397","-1.8590591"
"WM164133","Freehold","2263 Coventry Road, Sheldon, Birmingham (B26 3PD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B26 3PD","N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,,,,,,,,,,,,,,,"01-06-2012","N","52.451028841027","-1.77840929201225"
"WM169370","Freehold","42-44 Waterloo Street, Birmingham (B2 5QB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B2 5QB","N",,"CAPITA TRUST COMPANY (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","PO Box 532, 12 Castle Street, St Helier, Jersey, Channel Islands, JE2 3RT",,,"FORBRIT TRUSTEES LIMITED",,"Limited Company or Public Limited Company","JERSEY","PO Box 532, 12 Castle Street, St Helier, Jersey, Channel Islands, JE2 3RT",,,,,,,,,,,,,,,,,"22-10-2014","N","52.4805692","-1.8997663"
"WM174811","Freehold","Car Park Hill Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"CHARIOT INVESTMENT HOLDINGS 2 S.A.R.L",,"Corporate Body","LUXEMBOURG","400 Capability Green, Luton LU1 3AE",,,,,,,,,,,,,,,,,,,,,,,,"24-03-2017","N","0","0"
"WK202455","Freehold","6 Park Avenue, Handsworth (B18 5NE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B18 5NE","N","80000","MIDLAND PROPERTIES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Wiggin Osborne Fullerlove, 95 The Promenade, Cheltenham, Gloucestershire GL50 1HH","Bachmann Trust Company Limited, PO Box 175, Frances House, Sir William Place, St Peter Port, Guernsey GY1 4HQ",,,,,,,,,,,,,,,,,,,,,,,"06-05-2004","N","52.498183033761","-1.92176329413112"
"WM196521","Freehold","237 Simmons Drive (B32 1SP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B32 1SP","N",,"RBC TRUSTEES (CI) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Gaspe House, 66-72 Esplanade, St Helier, Jersey, Channel Islands, JE2 3QT",,,,,,,,,,,,,,,,,,,,,,,,"10-02-2006","N","52.4513888406718","-1.99325495649942"
"WM219457","Freehold","Units 1, 2, 3 and 4 Lichfield Road, Birmingham (B6 7RA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B6 7RA","N",,"DUNEDIN INDUSTRIAL PROPERTY NOMINEE LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","PO Box 656 East Wing, Trafalgar Court, Les Banques, St. Peter Port, Guernsey, GY1 3PP",,,"DUNEDIN INDUSTRIAL PROPERTY NOMINEE 2 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","PO Box 656 East Wing, Trafalgar Court, Les Banques, St. Peter Port, Guernsey, GY1 3PP",,,,,,,,,,,,,,,,,"04-02-2016","N","52.5031318","-1.8722026"
"WM222562","Freehold","158 Uplands Road, Handsworth, Birmingham (B21 8BS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 8BS","N","25950","ST JAMES INVESTMENT GROUP LLC",,"Corporate Body","U.S.A.","Exchange Station, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.5133710032619","-1.94419262504359"
"WM230807","Freehold","771-787 Chester Road, Erdington, Birmingham (B24 0BY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B24 0BY","N",,"RESTFUL HOMES (WYLDE GREEN) LTD","111932","Limited Company or Public Limited Company","JERSEY","CTV House, La Pouquelaye, St Helier, Jersey, Channel Islands, JE2 3TP",,,,,,,,,,,,,,,,,,,,,,,,"02-04-2015","N","52.5331351445579","-1.82763151958341"
"WM280257","Freehold","65 Gravel Bank (B32 3SG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B32 3SG","N",,"RBC TRUSTEES (CI) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Gaspe House, 66-72 Esplanade, St Helier, Jersey, Channel Islands, JE2 3QT",,,,,,,,,,,,,,,,,,,,,,,,"03-04-2006","N","52.4444479613282","-1.98667957144234"
"WM284332","Freehold","401 Bordesley Green, Birmingham (B9 5RH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 5RH","N",,"GOODWILL GROUP INVESTMENT LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","3039 Baoan North Road, Luohu District, Shenzhen City, Guangdong Province, China",,,,,,,,,,,,,,,,,,,,,,,,"20-01-2015","N","0","0"
"WM316676","Freehold","17 Rothley Walk, West Heath, Birmingham (B38 8JE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B38 8JE","N",,"GHORE GHUSHTI HOLDINGS (PRIVATE) LIMITED",,"Limited Company or Public Limited Company","PAKISTAN","97 Anderton Road, Sparkbrook, Birmingham B11 1NA",,,,,,,,,,,,,,,,,,,,,,,,"22-10-2010","N","52.398114712095","-1.95591668018704"
"WM319658","Freehold","125 Greenhill Road, Handsworth, Birmingham (B21 8EA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 8EA","N","27985","LLOYDS PROPERTIES LIMITED",,"Limited Company or Public Limited Company","SEYCHELLES","125 Greenhill Road, Handsworth, Birmingham B21 8EA",,,,,,,,,,,,,,,,,,,,,,,,"12-06-2017","N","52.5142425093623","-1.94308639856694"
"WM325206","Freehold","2, 4, 8, 10, 14, 16, 18, 20, 22, 24, 28, 32, 34, 35, 37, 39, 41, 45, 47, 49, 51, 52, 53, 54, 55, 57, 59, 60, 61, 63, 64, 67, 68, 69, 70, 72, 73, 74, 75, 77, 79, 81, 83, 87, 91, 93, 95 Rednal Mill Drive and parking spaces, Longbridge (B45 8XX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B45 8XX","N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","52.3930606923988","-1.99354031404597"
"WM325207","Freehold","4, 38, 40, 42 Kent Street North, 22, 40, 42, 48 Lees Street and Parking Spaces, Longbridge","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","0","0"
"WM326857","Freehold","37, 41, 47, 48, 49, 55, 62, 63, 64, 65, 67, 73, 93, 96, 101 and 112 Anstey Road, 9 Tanford Road and 3, 4, 11, 14 and 17 Hatchford Avenue","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N","20000","POPPYTHORN HOLDINGS LTD",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","12-14 Finch Road, Douglas, Isle of Man, IM99 1TT",,,,,,,,,,,,,,,,,,,,,,,,"07-04-2014","N","0","0"
"WM352539","Freehold","Devonshire House, 40 Great Charles Street Queensway, Birmingham (B3 2LX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 2LX","N",,"TUSCOLA (FC104) LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","9 Burroughs Gardens, London NW4 4AU","197 Main Street, PO 3174, Road Town, Tortola, British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,"13-06-2016","N","52.4825102","-1.9029419"
"WM360805","Freehold","24, 27 and 32 Devonshire Avenue, Hockley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","0","0"
"WM371777","Freehold","land on the East side of Long Acre","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"INDUSTRIALS UK LP",,"Unlimited Company","DELAWARE, U.S.A.","10-12 Blandford Street, London W1U 4AZ",,,,,,,,,,,,,,,,,,,,,,,,"15-09-2015","N","0","0"
"WM391226","Freehold","74/76 Moland Street, Aston, Birmingham (B4 7EY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B4 7EY","N",,"WESTBOURNE PORTFOLIO S.A.R.L.",,"Corporate Body","LUXEMBOURG","7th Floor, Cottons Centre, Cottons Lane, London SE1 2QG",,,,,,,,,,,,,,,,,,,,,,,,"15-07-2016","N","0","0"
"WM394386","Freehold","land on the west side of Liverpool Street, Deritend, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 7 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"20-07-2017","N","0","0"
"WM412885","Freehold","124 Coldbath Road, Moseley (B13 0AE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B13 0AE","N","458500","CROWN PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BELIZE","7 Leonard Street, London EC2A 4AQ",,,,,,,,,,,,,,,,,,,,,,,,"23-01-2004","N","52.4346233962836","-1.87056993688524"
"WM428072","Leasehold","Flat 6, Norfolk House, 39 Baldwin Road, Kings Norton and parking space, Birmingham (B30 3LB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B30 3LB","N","83500","BEAUFORT HOLDINGS LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","21 Naishs Street, Frome BA11 3BU","Burns House, 19 Town Range, Gibraltar",,,,,,,,,,,,,,,,,,,,,,,"04-12-2015","N","52.4092446134154","-1.92188946164653"
"MM2010","Leasehold","Apartment 233, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"MM5449","Leasehold","419 Heath Way, Birmingham (B34 6QN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B34 6QN","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road, Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"19-07-2012","N","52.495847146704","-1.78015694898412"
