"","generalElectionVote","partyId1","partyId","countryOfBirth","reasonForVote"
"1",7,7,7,NA,2
"2",3,3,3,1,2
"3",2,10,10,NA,2
"4",2,10,10,NA,2
"5",2,7,7,NA,4
"6",5,5,5,3,1
"7",1,99,9999,3,2
"8",2,2,2,3,2
"9",2,10,10,3,2
"10",6,6,6,3,2
"11",2,2,2,3,1
"12",5,5,5,3,2
"13",2,2,2,3,2
"14",2,2,2,3,2
"15",5,1,1,3,2
"16",2,2,2,3,2
"17",7,3,3,3,2
"18",6,2,2,3,2
"19",5,99,9999,3,5
"20",2,2,2,3,2
"21",3,1,1,3,4
"22",1,1,1,3,2
"23",2,2,2,3,1
"24",2,99,9999,3,3
"25",5,10,10,1,2
"26",NA,10,10,3,NA
"27",1,10,10,3,2
"28",2,3,3,1,3
"29",5,10,10,1,3
"30",2,2,2,3,2
"31",2,2,2,3,1
"32",2,2,2,3,2
"33",9,10,10,3,3
"34",2,10,10,3,2
"35",1,2,2,3,2
"36",NA,10,10,3,NA
"37",NA,10,10,3,NA
"38",6,6,6,3,2
"39",5,10,10,1,5
"40",6,10,10,3,2
"41",2,2,2,3,2
"42",5,2,2,3,3
"43",6,6,6,3,1
"44",3,10,10,1,5
"45",2,2,2,1,2
"46",2,2,2,1,1
"47",1,1,1,3,2
"48",6,6,6,3,2
"49",NA,2,2,3,NA
"50",1,1,1,4,2
"51",2,2,2,3,3
"52",5,5,5,3,1
"53",2,10,10,3,2
"54",6,6,6,3,2
"55",2,10,10,3,4
"56",6,10,10,1,5
"57",1,1,1,1,3
"58",5,5,5,1,2
"59",3,3,3,1,2
"60",2,2,2,1,1
"61",1,1,1,1,2
"62",1,1,1,1,1
"63",2,2,2,3,1
"64",1,1,1,3,2
"65",1,1,1,1,3
"66",2,2,2,1,1
"67",2,99,9999,1,2
"68",2,2,2,1,1
"69",5,2,2,5,5
"70",2,5,5,1,4
"71",2,2,2,3,1
"72",2,3,3,2,4
"73",1,1,1,3,2
"74",2,2,2,3,2
"75",6,6,6,3,2
"76",2,2,2,1,2
"77",6,6,6,1,5
"78",1,1,1,1,2
"79",1,1,1,4,1
"80",NA,10,10,1,NA
"81",2,2,2,1,2
"82",5,5,5,3,2
"83",1,1,1,1,2
"84",3,10,10,1,3
"85",5,5,5,8,2
"86",9999,10,10,1,3
"87",7,7,7,1,2
"88",1,3,3,1,4
"89",2,2,2,1,1
"90",1,1,1,3,3
"91",1,1,1,1,1
"92",2,2,2,1,1
"93",1,1,1,1,2
"94",2,10,10,3,2
"95",1,1,1,3,2
"96",1,10,10,3,2
"97",2,2,2,1,2
"98",1,10,10,3,2
"99",6,6,6,1,2
"100",2,2,2,3,2
"101",6,6,6,3,5
"102",2,10,10,1,2
"103",2,2,2,1,2
"104",1,1,1,1,2
"105",1,1,1,3,2
"106",2,2,2,3,2
"107",NA,1,1,1,NA
"108",5,5,5,3,1
"109",5,2,2,1,3
"110",1,99,9999,1,2
"111",2,2,2,3,4
"112",1,2,2,3,3
"113",2,2,2,1,2
"114",2,10,10,1,2
"115",2,10,10,1,4
"116",1,1,1,1,2
"117",3,10,10,3,2
"118",7,10,10,1,5
"119",6,6,6,1,2
"120",1,6,6,2,4
"121",2,2,2,2,2
"122",1,6,6,2,5
"123",2,2,2,2,2
"124",2,2,2,2,2
"125",1,1,1,1,2
"126",2,2,2,2,4
"127",4,2,2,2,2
"128",2,1,1,2,4
"129",2,10,10,1,2
"130",4,10,10,2,2
"131",4,4,4,3,2
"132",1,10,10,2,2
"133",4,4,4,2,1
"134",9999,10,10,2,2
"135",4,4,4,NA,2
"136",4,4,4,2,2
"137",4,4,4,2,2
"138",4,4,4,2,2
"139",4,1,1,2,2
"140",4,4,4,2,2
"141",2,1,1,7,4
"142",4,4,4,2,2
"143",1,1,1,2,2
"144",4,6,6,2,5
"145",4,4,4,2,2
"146",4,4,4,2,2
"147",4,2,2,2,4
"148",4,4,4,2,1
"149",4,9,9,2,2
"150",2,1,1,2,4
"151",2,3,3,2,4
"152",NA,99,9999,8,NA
"153",4,4,4,2,2
"154",3,3,3,1,2
"155",2,10,10,8,0
"156",4,4,4,NA,2
"157",4,4,4,NA,2
"158",4,4,4,1,2
"159",1,1,1,2,2
"160",4,4,4,2,2
"161",2,3,3,NA,4
"162",4,7,7,2,5
"163",4,4,4,2,1
"164",4,4,4,2,2
"165",4,99,9999,1,2
"166",2,2,2,2,0
"167",4,10,10,1,2
"168",4,4,4,NA,1
"169",3,3,3,2,5
"170",4,10,10,2,5
"171",2,3,3,4,4
"172",NA,6,6,2,NA
"173",NA,2,2,2,NA
"174",2,2,2,8,1
"175",1,1,1,1,2
"176",4,4,4,2,1
"177",4,10,10,2,2
"178",4,9,9,2,2
"179",4,4,4,1,4
"180",2,2,2,NA,2
"181",4,4,4,2,2
"182",4,4,4,2,2
"183",4,4,4,6,2
"184",4,4,4,2,2
"185",2,2,2,2,1
"186",4,7,7,2,5
"187",NA,9,9,7,NA
"188",2,2,2,NA,1
"189",4,2,2,2,2
"190",4,10,10,2,2
"191",4,4,4,2,2
"192",4,4,4,2,2
"193",2,2,2,2,2
"194",2,1,1,2,5
"195",4,4,4,2,2
"196",2,2,2,2,1
"197",NA,6,6,2,NA
"198",4,4,4,NA,2
"199",4,4,4,2,2
"200",4,10,10,1,5
"201",4,4,4,2,2
"202",1,1,1,NA,2
"203",2,1,1,2,5
"204",1,1,1,2,2
"205",1,10,10,2,2
"206",2,2,2,1,2
"207",4,3,3,2,2
"208",2,2,2,2,1
"209",4,4,4,1,2
"210",3,3,3,2,2
"211",4,4,4,2,1
"212",4,4,4,NA,2
"213",1,1,1,NA,1
"214",NA,99,9999,2,NA
"215",3,10,10,2,2
"216",2,2,2,2,2
"217",NA,2,2,2,NA
"218",2,2,2,1,2
"219",3,1,1,NA,4
"220",3,3,3,2,2
"221",1,1,1,2,1
"222",3,10,10,2,5
"223",2,99,9999,2,1
"224",2,1,1,3,4
"225",4,4,4,2,2
"226",4,7,7,2,5
"227",4,4,4,2,2
"228",4,7,7,1,2
"229",1,1,1,1,2
"230",2,2,2,2,1
"231",1,1,1,6,3
"232",4,4,4,NA,2
"233",2,2,2,2,3
"234",4,10,10,1,5
"235",2,10,10,2,2
"236",6,1,1,1,4
"237",4,4,4,2,2
"238",2,10,10,2,3
"239",4,4,4,2,5
"240",4,4,4,2,2
"241",4,2,2,2,2
"242",4,4,4,2,1
"243",4,3,3,NA,2
"244",7,10,10,1,1
"245",4,4,4,2,2
"246",6,1,1,2,5
"247",4,4,4,2,2
"248",2,2,2,2,1
"249",2,10,10,2,2
"250",2,6,6,8,2
"251",4,4,4,NA,3
"252",4,10,10,1,2
"253",2,2,2,2,3
"254",4,4,4,2,2
"255",4,10,10,2,2
"256",4,4,4,2,2
"257",2,7,7,1,2
"258",NA,10,10,2,NA
"259",4,4,4,2,2
"260",4,4,4,2,2
"261",4,99,9999,2,3
"262",4,4,4,2,2
"263",2,10,10,2,3
"264",2,3,3,2,4
"265",1,1,1,2,1
"266",1,1,1,2,2
"267",1,99,9999,2,2
"268",4,4,4,NA,1
"269",2,10,10,1,2
"270",4,4,4,2,2
"271",1,10,10,3,5
"272",2,7,7,1,4
"273",4,4,4,NA,1
"274",1,10,10,1,5
"275",1,1,1,NA,2
"276",1,1,1,1,2
"277",4,4,4,2,1
"278",2,10,10,2,4
"279",2,2,2,2,2
"280",2,10,10,2,3
"281",2,99,9999,1,2
"282",1,1,1,1,4
"283",NA,3,3,7,NA
"284",NA,7,7,7,NA
"285",2,1,1,2,4
"286",2,2,2,2,1
"287",9999,99,9999,2,2
"288",4,10,10,2,9999
"289",2,2,2,2,2
"290",4,4,4,2,1
"291",4,4,4,1,2
"292",4,4,4,2,2
"293",2,2,2,2,3
"294",3,3,3,4,3
"295",2,3,3,2,5
"296",2,10,10,2,2
"297",4,6,6,2,3
"298",4,4,4,2,2
"299",6,6,6,2,5
"300",4,10,10,1,5
"301",2,2,2,1,5
"302",4,4,4,2,1
"303",4,9,9,2,2
"304",4,4,4,2,1
"305",1,1,1,1,1
"306",3,3,3,9999,2
"307",4,10,10,2,2
"308",4,10,10,2,3
"309",2,99,9999,2,2
"310",4,4,4,2,1
"311",2,2,2,1,5
"312",1,1,1,2,2
"313",1,1,1,2,2
"314",2,2,2,2,5
"315",NA,10,10,2,NA
"316",6,6,6,1,2
"317",4,4,4,NA,2
"318",4,4,4,NA,2
"319",2,3,3,2,3
"320",4,4,4,2,1
"321",2,2,2,2,2
"322",2,2,2,NA,1
"323",2,2,2,2,3
"324",NA,10,10,1,NA
"325",4,7,7,2,4
"326",4,9,9,8,5
"327",4,4,4,2,1
"328",4,10,10,2,2
"329",4,4,4,2,2
"330",4,3,3,NA,2
"331",2,4,4,2,5
"332",4,2,2,2,2
"333",NA,2,2,2,NA
"334",2,10,10,2,5
"335",4,4,4,2,2
"336",2,2,2,2,2
"337",4,4,4,2,2
"338",3,99,9999,2,2
"339",2,10,10,2,4
"340",2,1,1,2,4
"341",4,4,4,2,2
"342",4,4,4,2,2
"343",1,1,1,2,2
"344",4,4,4,2,2
"345",4,4,4,2,2
"346",4,4,4,2,1
"347",4,2,2,2,2
"348",4,4,4,NA,2
"349",2,10,10,2,5
"350",1,1,1,2,2
"351",4,4,4,2,1
"352",6,1,1,2,3
"353",4,4,4,NA,3
"354",2,2,2,2,1
"355",2,2,2,2,2
"356",4,6,6,2,4
"357",1,1,1,2,2
"358",4,4,4,2,2
"359",4,4,4,2,2
"360",2,10,10,2,4
"361",6,6,6,1,2
"362",4,4,4,2,2
"363",4,4,4,2,1
"364",4,2,2,2,2
"365",2,2,2,2,1
"366",4,2,2,2,2
"367",4,4,4,2,2
"368",4,10,10,2,2
"369",4,4,4,2,2
"370",4,2,2,2,2
"371",NA,10,10,2,NA
"372",2,2,2,2,2
"373",1,99,9999,2,2
"374",4,4,4,2,1
"375",2,2,2,1,2
"376",1,1,1,1,2
"377",1,1,1,1,2
"378",2,2,2,1,2
"379",2,2,2,NA,1
"380",1,10,10,1,5
"381",2,2,2,NA,1
"382",6,6,6,1,2
"383",7,7,7,1,2
"384",2,10,10,1,5
"385",1,1,1,NA,2
"386",6,6,6,1,3
"387",1,1,1,1,1
"388",3,3,3,1,1
"389",2,2,2,NA,1
"390",2,2,2,1,2
"391",1,1,1,NA,2
"392",1,99,9999,NA,3
"393",2,2,2,1,2
"394",1,1,1,1,2
"395",1,2,2,NA,2
"396",NA,10,10,2,NA
"397",7,7,7,NA,2
"398",1,1,1,1,2
"399",1,1,1,NA,2
"400",1,1,1,1,2
"401",NA,99,9999,9999,NA
"402",1,1,1,NA,2
"403",1,1,1,1,2
"404",1,1,1,1,2
"405",1,1,1,1,3
"406",NA,10,10,2,NA
"407",2,2,2,NA,2
"408",1,1,1,1,2
"409",6,2,2,1,5
"410",7,7,7,1,2
"411",2,1,1,1,3
"412",2,7,7,1,4
"413",2,2,2,NA,1
"414",2,2,2,1,1
"415",1,1,1,NA,2
"416",6,6,6,1,5
"417",1,10,10,NA,3
"418",7,2,2,NA,3
"419",1,1,1,1,2
"420",6,10,10,1,2
"421",1,1,1,1,2
"422",1,1,1,1,1
"423",1,1,1,1,2
"424",1,1,1,1,2
"425",2,2,2,1,1
"426",2,3,3,1,5
"427",6,6,6,1,2
"428",2,2,2,NA,1
"429",6,1,1,1,2
"430",6,6,6,1,2
"431",NA,99,9999,NA,NA
"432",2,2,2,1,2
"433",2,2,2,1,2
"434",1,1,1,NA,2
"435",1,1,1,1,1
"436",2,2,2,1,2
"437",6,2,2,1,4
"438",3,3,3,NA,1
"439",1,1,1,1,1
"440",2,2,2,3,2
"441",6,2,2,1,5
"442",1,1,1,1,4
"443",1,1,1,1,2
"444",2,10,10,1,2
"445",1,1,1,NA,3
"446",1,1,1,1,1
"447",2,10,10,NA,4
"448",3,2,2,NA,3
"449",1,1,1,1,2
"450",1,1,1,NA,5
"451",7,3,3,1,3
"452",1,1,1,1,2
"453",1,1,1,1,3
"454",2,2,2,1,2
"455",NA,2,2,1,NA
"456",1,1,1,1,2
"457",1,1,1,1,1
"458",2,2,2,1,2
"459",2,3,3,1,2
"460",2,2,2,1,1
"461",1,6,6,1,2
"462",2,2,2,2,4
"463",2,2,2,1,2
"464",2,2,2,1,2
"465",3,10,10,1,4
"466",2,2,2,NA,5
"467",9,1,1,2,5
"468",1,10,10,1,3
"469",1,1,1,1,1
"470",6,2,2,1,2
"471",6,6,6,1,4
"472",6,6,6,1,2
"473",NA,99,9999,9999,NA
"474",1,1,1,1,2
"475",1,1,1,1,2
"476",1,1,1,1,2
"477",1,1,1,3,2
"478",3,10,10,1,5
"479",1,1,1,NA,2
"480",2,10,10,1,4
"481",1,1,1,1,1
"482",NA,99,9999,1,NA
"483",7,2,2,NA,2
"484",1,10,10,NA,5
"485",3,2,2,1,4
"486",2,2,2,1,1
"487",6,1,1,1,5
"488",1,2,2,3,4
"489",3,10,10,1,2
"490",1,1,1,1,2
"491",6,1,1,1,5
"492",NA,6,6,1,NA
"493",2,10,10,3,2
"494",2,2,2,3,1
"495",2,2,2,1,1
"496",2,2,2,1,2
"497",6,6,6,1,2
"498",NA,2,2,1,NA
"499",1,10,10,3,2
"500",2,10,10,1,4
"501",2,2,2,1,3
"502",1,3,3,1,4
"503",3,3,3,3,2
"504",7,7,7,1,0
"505",1,1,1,1,1
"506",3,3,3,2,3
"507",1,1,1,3,5
"508",1,1,1,2,2
"509",1,1,1,1,1
"510",7,3,3,1,5
"511",2,2,2,3,2
"512",6,10,10,1,2
"513",6,1,1,1,2
"514",7,3,3,1,5
"515",2,2,2,1,2
"516",1,10,10,3,2
"517",1,1,1,1,2
"518",6,6,6,3,2
"519",2,2,2,1,2
"520",2,10,10,1,2
"521",5,9,9,1,2
"522",1,1,1,1,2
"523",3,3,3,1,2
"524",2,2,2,NA,2
"525",6,1,1,1,0
"526",6,10,10,1,5
"527",1,10,10,2,2
"528",NA,6,6,1,NA
"529",1,1,1,1,2
"530",6,1,1,1,2
"531",1,1,1,1,1
"532",1,1,1,3,2
"533",2,10,10,1,2
"534",6,6,6,3,2
"535",2,2,2,9999,1
"536",1,7,7,1,5
"537",1,10,10,1,4
"538",6,2,2,3,2
"539",1,1,1,1,2
"540",2,10,10,1,0
"541",1,1,1,1,2
"542",1,10,10,1,2
"543",1,1,1,1,5
"544",2,2,2,3,2
"545",1,1,1,1,2
"546",1,10,10,1,3
"547",1,99,9999,3,2
"548",2,2,2,3,1
"549",2,7,7,1,4
"550",1,10,10,3,2
"551",3,99,9999,1,2
"552",2,2,2,NA,1
"553",2,2,2,1,2
"554",2,2,2,3,3
"555",1,1,1,1,4
"556",7,2,2,1,2
"557",NA,10,10,9999,NA
"558",1,1,1,1,2
"559",1,1,1,1,1
"560",6,1,1,3,4
"561",1,3,3,1,4
"562",1,1,1,1,1
"563",NA,10,10,1,NA
"564",1,1,1,1,2
"565",1,1,1,1,1
"566",6,2,2,1,2
"567",1,10,10,1,3
"568",1,1,1,1,4
"569",1,1,1,1,2
"570",1,1,1,NA,2
"571",2,2,2,1,1
"572",NA,7,7,1,NA
"573",1,10,10,1,4
"574",2,2,2,NA,2
"575",1,3,3,1,2
"576",3,3,3,NA,2
"577",7,10,10,NA,2
"578",2,2,2,1,2
"579",1,1,1,1,2
"580",1,1,1,3,2
"581",2,2,2,1,2
"582",1,1,1,1,2
"583",2,2,2,1,2
"584",2,99,9999,1,1
"585",2,2,2,1,2
"586",1,1,1,1,2
"587",1,1,1,1,0
"588",6,6,6,1,2
"589",1,1,1,4,2
"590",4,4,4,2,1
"591",4,4,4,NA,2
"592",4,4,4,NA,2
"593",4,4,4,NA,1
"594",NA,10,10,2,NA
"595",4,4,4,2,2
"596",NA,10,10,1,NA
"597",NA,10,10,2,NA
"598",4,4,4,NA,1
"599",4,4,4,2,2
"600",4,4,4,2,5
"601",2,2,2,1,2
"602",4,4,4,2,2
"603",4,10,10,2,1
"604",4,4,4,2,5
"605",1,1,1,2,2
"606",1,1,1,2,5
"607",4,4,4,7,2
"608",4,4,4,2,1
"609",4,4,4,6,2
"610",4,4,4,2,2
"611",4,4,4,2,2
"612",4,99,9999,2,4
"613",4,4,4,2,2
"614",1,1,1,2,2
"615",1,1,1,9999,2
"616",2,2,2,1,2
"617",4,2,2,NA,2
"618",4,10,10,1,5
"619",1,1,1,2,1
"620",1,3,3,2,2
"621",4,99,9999,2,9999
"622",4,4,4,2,1
"623",1,1,1,2,2
"624",1,2,2,2,4
"625",4,10,10,2,2
"626",4,10,10,2,4
"627",4,4,4,2,1
"628",2,2,2,2,1
"629",2,3,3,1,2
"630",1,1,1,6,2
"631",7,99,9999,2,2
"632",NA,10,10,3,NA
"633",4,99,9999,2,3
"634",4,4,4,2,1
"635",1,10,10,2,1
"636",4,4,4,NA,2
"637",4,4,4,2,2
"638",1,1,1,NA,2
"639",4,4,4,2,1
"640",4,4,4,2,3
"641",NA,99,9999,2,NA
"642",2,2,2,1,2
"643",2,2,2,2,1
"644",4,4,4,2,2
"645",7,2,2,2,5
"646",3,3,3,2,9999
"647",4,4,4,2,2
"648",1,1,1,1,1
"649",4,10,10,2,2
"650",4,4,4,NA,1
"651",1,99,9999,2,9999
"652",1,1,1,7,1
"653",NA,99,9999,1,NA
"654",1,10,10,2,5
"655",1,1,1,2,4
"656",2,3,3,1,2
"657",1,10,10,2,4
"658",7,10,10,1,2
"659",1,1,1,2,2
"660",4,4,4,2,2
"661",4,4,4,2,2
"662",1,10,10,2,2
"663",2,2,2,1,5
"664",4,4,4,2,2
"665",4,4,4,2,5
"666",4,4,4,2,2
"667",2,2,2,2,1
"668",1,1,1,NA,2
"669",2,2,2,NA,5
"670",4,4,4,2,1
"671",1,1,1,2,4
"672",4,99,9999,2,3
"673",1,1,1,6,1
"674",5,5,5,3,3
"675",5,2,2,3,3
"676",2,2,2,1,1
"677",1,1,1,3,1
"678",1,10,10,3,2
"679",5,5,5,3,2
"680",1,10,10,1,2
"681",2,2,2,3,1
"682",2,2,2,1,2
"683",2,3,3,3,3
"684",5,5,5,3,2
"685",5,9,9,1,5
"686",5,1,1,3,5
"687",5,5,5,NA,5
"688",5,5,5,1,2
"689",6,5,5,3,2
"690",2,2,2,1,2
"691",1,1,1,1,2
"692",2,6,6,3,4
"693",NA,99,9999,1,NA
"694",5,5,5,9999,3
"695",5,3,3,1,2
"696",2,1,1,3,0
"697",1,1,1,1,2
"698",9,3,3,9999,4
"699",5,7,7,1,3
"700",5,7,7,1,5
"701",1,1,1,4,2
"702",1,1,1,1,2
"703",2,9,9,1,0
"704",1,1,1,1,2
"705",1,2,2,3,2
"706",5,10,10,1,3
"707",2,7,7,1,5
"708",5,10,10,1,5
"709",1,10,10,3,2
"710",1,1,1,3,2
"711",1,2,2,1,5
"712",5,7,7,1,4
"713",2,7,7,7,3
"714",5,5,5,3,1
"715",6,6,6,1,3
"716",2,2,2,3,2
"717",5,5,5,3,3
"718",5,5,5,3,1
"719",2,2,2,3,2
"720",4,4,4,1,2
"721",1,1,1,1,1
"722",4,10,10,1,2
"723",2,2,2,NA,1
"724",1,1,1,1,2
"725",4,4,4,1,2
"726",2,2,2,1,3
"727",6,6,6,2,2
"728",1,1,1,1,1
"729",4,4,4,2,2
"730",7,7,7,2,2
"731",2,2,2,1,2
"732",4,4,4,2,2
"733",4,4,4,2,2
"734",1,1,1,2,2
"735",4,4,4,2,5
"736",9,10,10,2,3
"737",4,4,4,NA,2
"738",4,4,4,2,2
"739",2,2,2,2,1
"740",3,2,2,2,3
"741",1,1,1,7,3
"742",4,4,4,2,2
"743",NA,10,10,8,NA
"744",3,3,3,2,1
"745",1,1,1,2,1
"746",3,1,1,3,4
"747",4,4,4,2,2
"748",1,1,1,2,1
"749",3,1,1,2,4
"750",3,10,10,2,4
"751",4,10,10,NA,2
"752",1,1,1,1,1
"753",1,1,1,2,2
"754",4,7,7,2,2
"755",3,1,1,2,4
"756",3,2,2,1,5
"757",2,7,7,2,3
"758",3,2,2,2,2
"759",3,1,1,7,4
"760",4,9,9,2,5
"761",2,1,1,2,0
"762",3,1,1,2,4
"763",2,2,2,2,2
"764",4,9,9,2,5
"765",4,4,4,1,1
"766",3,1,1,1,5
"767",3,1,1,1,4
"768",4,4,4,NA,2
"769",3,1,1,1,4
"770",1,1,1,1,2
"771",4,4,4,2,1
"772",2,2,2,2,2
"773",4,4,4,7,2
"774",NA,99,9999,NA,NA
"775",4,4,4,2,2
"776",3,10,10,2,4
"777",3,9,9,1,4
"778",2,2,2,1,2
"779",4,10,10,1,2
"780",3,1,1,2,4
"781",4,1,1,1,4
"782",1,1,1,2,2
"783",6,6,6,1,0
"784",1,1,1,1,2
"785",1,1,1,2,3
"786",3,3,3,1,1
"787",4,4,4,2,1
"788",3,1,1,1,4
"789",4,4,4,2,2
"790",6,1,1,1,4
"791",6,6,6,2,2
"792",4,9,9,2,2
"793",4,4,4,2,2
"794",4,4,4,2,2
"795",4,4,4,2,2
"796",6,10,10,2,4
"797",4,4,4,2,1
"798",2,6,6,1,5
"799",2,2,2,2,2
"800",4,4,4,2,1
"801",1,10,10,2,0
"802",4,4,4,2,1
"803",4,4,4,2,2
"804",4,4,4,2,2
"805",2,4,4,2,2
"806",NA,1,1,2,NA
"807",4,10,10,1,2
"808",4,4,4,NA,1
"809",3,1,1,2,4
"810",3,1,1,2,4
"811",4,8,8,2,2
"812",1,1,1,2,1
"813",3,2,2,2,4
"814",2,2,2,2,2
"815",3,3,3,1,2
"816",4,1,1,3,1
"817",4,10,10,1,0
"818",3,3,3,2,2
"819",4,4,4,2,1
"820",3,2,2,1,4
"821",3,3,3,2,5
"822",3,1,1,2,4
"823",2,4,4,2,3
"824",1,1,1,1,2
"825",1,1,1,1,2
"826",3,2,2,1,5
"827",4,7,7,6,2
"828",4,4,4,9999,2
"829",3,2,2,2,4
"830",2,10,10,2,4
"831",NA,3,3,7,NA
"832",9999,99,9999,2,2
"833",4,2,2,NA,2
"834",4,4,4,1,2
"835",4,10,10,1,2
"836",1,1,1,3,2
"837",4,4,4,2,2
"838",4,4,4,2,1
"839",2,10,10,NA,3
"840",4,2,2,1,5
"841",3,3,3,2,2
"842",4,4,4,2,2
"843",2,2,2,2,1
"844",3,1,1,1,4
"845",3,3,3,2,2
"846",4,4,4,2,1
"847",2,2,2,1,1
"848",1,1,1,2,1
"849",4,4,4,2,2
"850",1,1,1,2,1
"851",NA,4,4,7,NA
"852",3,1,1,4,4
"853",4,4,4,NA,1
"854",4,2,2,2,4
"855",2,2,2,7,2
"856",NA,4,4,2,NA
"857",1,1,1,1,3
"858",1,1,1,1,2
"859",4,4,4,2,2
"860",1,9,9,1,5
"861",2,2,2,1,2
"862",1,9,9,NA,3
"863",1,1,1,NA,2
"864",NA,2,2,1,NA
"865",1,10,10,1,3
"866",7,2,2,1,5
"867",1,1,1,NA,1
"868",6,2,2,NA,4
"869",1,99,9999,1,3
"870",1,1,1,1,1
"871",6,6,6,1,2
"872",1,1,1,NA,2
"873",2,2,2,NA,2
"874",3,3,3,1,2
"875",1,2,2,1,5
"876",1,1,1,1,2
"877",6,6,6,1,2
"878",1,1,1,1,2
"879",7,2,2,NA,4
"880",6,6,6,1,2
"881",1,1,1,1,2
"882",6,1,1,1,2
"883",1,1,1,1,1
"884",1,1,1,NA,2
"885",1,1,1,1,1
"886",1,1,1,1,1
"887",7,3,3,1,5
"888",1,1,1,1,5
"889",3,10,10,1,3
"890",1,10,10,1,5
"891",7,3,3,1,2
"892",1,1,1,NA,2
"893",1,1,1,NA,2
"894",1,10,10,1,2
"895",6,6,6,8,3
"896",1,10,10,1,3
"897",2,10,10,1,3
"898",2,10,10,1,2
"899",NA,10,10,1,NA
"900",2,2,2,NA,2
"901",2,2,2,1,1
"902",2,2,2,NA,2
"903",6,1,1,1,4
"904",6,1,1,1,2
"905",2,10,10,1,5
"906",2,2,2,1,1
"907",1,1,1,1,1
"908",6,6,6,1,2
"909",6,6,6,1,2
"910",2,10,10,1,3
"911",2,10,10,1,4
"912",2,10,10,1,2
"913",2,2,2,NA,3
"914",1,1,1,NA,1
"915",1,1,1,NA,1
"916",2,2,2,1,1
"917",2,2,2,1,2
"918",3,2,2,1,5
"919",2,99,9999,1,3
"920",1,1,1,1,2
"921",2,2,2,NA,2
"922",6,6,6,1,5
"923",2,2,2,1,2
"924",1,1,1,6,2
"925",NA,1,1,NA,NA
"926",NA,10,10,1,NA
"927",3,1,1,NA,4
"928",6,1,1,1,5
"929",1,2,2,1,3
"930",3,3,3,NA,1
"931",6,1,1,1,2
"932",7,7,7,1,2
"933",1,1,1,1,3
"934",2,2,2,1,2
"935",1,1,1,1,2
"936",NA,10,10,1,NA
"937",1,1,1,NA,2
"938",2,2,2,1,1
"939",6,10,10,NA,5
"940",1,1,1,1,2
"941",1,1,1,1,2
"942",2,2,2,1,2
"943",1,1,1,1,2
"944",1,1,1,2,2
"945",2,2,2,1,2
"946",1,6,6,1,2
"947",3,3,3,1,2
"948",6,1,1,1,5
"949",1,1,1,NA,2
"950",6,1,1,1,5
"951",NA,2,2,1,NA
"952",1,1,1,NA,2
"953",6,10,10,3,0
"954",2,2,2,1,2
"955",1,10,10,NA,5
"956",1,1,1,1,3
"957",3,99,9999,1,5
"958",9,10,10,1,2
"959",1,1,1,1,2
"960",1,10,10,1,3
"961",NA,10,10,1,NA
"962",6,1,1,1,2
"963",1,99,9999,1,5
"964",3,3,3,1,2
"965",1,10,10,1,2
"966",2,2,2,1,2
"967",1,9,9,NA,2
"968",1,1,1,1,1
"969",6,2,2,1,4
"970",1,1,1,1,2
"971",6,6,6,1,5
"972",1,1,1,1,2
"973",1,1,1,NA,3
"974",6,6,6,1,2
"975",1,1,1,1,5
"976",6,6,6,1,1
"977",1,2,2,1,2
"978",1,1,1,1,2
"979",7,10,10,1,2
"980",2,2,2,NA,2
"981",1,1,1,1,2
"982",1,1,1,1,1
"983",6,6,6,1,2
"984",1,1,1,1,1
"985",1,3,3,1,4
"986",2,2,2,NA,2
"987",6,6,6,NA,2
"988",2,2,2,NA,2
"989",6,6,6,1,0
"990",1,10,10,1,3
"991",2,2,2,1,2
"992",2,2,2,NA,1
"993",2,2,2,NA,2
"994",NA,2,2,NA,NA
"995",6,6,6,1,2
"996",2,2,2,1,1
"997",3,3,3,1,2
"998",1,1,1,1,2
"999",2,2,2,1,2
"1000",NA,2,2,1,NA
"1001",2,2,2,1,1
"1002",1,10,10,NA,2
"1003",2,2,2,1,2
"1004",2,2,2,1,1
"1005",1,1,1,1,2
"1006",1,1,1,NA,5
"1007",1,1,1,1,1
"1008",2,2,2,NA,2
"1009",2,2,2,1,2
"1010",2,2,2,1,2
"1011",6,6,6,1,2
"1012",1,1,1,1,1
"1013",9,10,10,NA,2
"1014",NA,10,10,1,NA
"1015",7,3,3,1,5
"1016",NA,10,10,1,NA
"1017",1,10,10,1,2
"1018",7,3,3,NA,2
"1019",3,2,2,1,4
"1020",7,7,7,1,4
"1021",2,2,2,1,2
"1022",1,10,10,1,2
"1023",1,1,1,2,2
"1024",6,6,6,1,2
"1025",2,2,2,1,2
"1026",7,10,10,1,1
"1027",1,1,1,1,2
"1028",3,99,9999,7,2
"1029",2,2,2,1,4
"1030",1,10,10,1,1
"1031",1,1,1,3,2
"1032",NA,10,10,1,NA
"1033",1,1,1,3,2
"1034",6,2,2,NA,4
"1035",1,10,10,1,2
"1036",NA,99,9999,NA,NA
"1037",1,1,1,1,2
"1038",6,2,2,1,4
"1039",3,10,10,9999,3
"1040",NA,10,10,8,NA
"1041",3,3,3,NA,2
"1042",1,1,1,1,1
"1043",3,3,3,1,3
"1044",6,6,6,1,2
"1045",6,99,9999,NA,4
"1046",1,10,10,1,2
"1047",1,10,10,1,4
