FINANCIAL_YEAR,YEAR_ENDING,YEAR_QUARTER,FRS_NAME,INCIDENT_TYPE,Deliberate fires
2010/11, ,"2010/11 Oct, Nov, Dec",Surrey,Other buildings,11
2010/11, ,"2010/11 Oct, Nov, Dec",Isle Of Wight,Other buildings,4
2010/11, ,"2010/11 Oct, Nov, Dec",West Sussex,Other buildings,15
2010/11, ,"2010/11 Oct, Nov, Dec",Oxfordshire,Other buildings,7
2010/11, ,"2010/11 Oct, Nov, Dec",Berkshire,Other buildings,15
2010/11, ,"2010/11 Oct, Nov, Dec",Avon,Other buildings,29
2010/11, ,"2010/11 Oct, Nov, Dec",Cornwall,Other buildings,10
2010/11, ,"2010/11 Oct, Nov, Dec",Gloucestershire,Other buildings,9
2010/11, ,"2010/11 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,19
2010/11, ,"2010/11 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,14
2010/11, ,"2010/11 Oct, Nov, Dec",Devon & Somerset,Other buildings,31
2011/12, ,"2011/12 Jan, Feb, Mar",Cleveland,Other buildings,19
2011/12, ,"2011/12 Jan, Feb, Mar",Durham,Other buildings,22
2011/12, ,"2011/12 Jan, Feb, Mar",Northumberland,Other buildings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Tyne & Wear,Other buildings,48
2011/12, ,"2011/12 Jan, Feb, Mar",Cumbria,Other buildings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Cheshire,Other buildings,33
2011/12, ,"2011/12 Jan, Feb, Mar",Greater Manchester,Other buildings,103
2011/12, ,"2011/12 Jan, Feb, Mar",Lancashire,Other buildings,40
2011/12, ,"2011/12 Jan, Feb, Mar",Merseyside,Other buildings,39
2011/12, ,"2011/12 Jan, Feb, Mar",Humberside,Other buildings,24
2011/12, ,"2011/12 Jan, Feb, Mar",North Yorkshire,Other buildings,12
2011/12, ,"2011/12 Jan, Feb, Mar",South Yorkshire,Other buildings,53
2011/12, ,"2011/12 Jan, Feb, Mar",West Yorkshire,Other buildings,59
2011/12, ,"2011/12 Jan, Feb, Mar",Lincolnshire,Other buildings,18
2011/12, ,"2011/12 Jan, Feb, Mar",Derbyshire,Other buildings,23
2011/12, ,"2011/12 Jan, Feb, Mar",Northamptonshire,Other buildings,12
2011/12, ,"2011/12 Jan, Feb, Mar",Leicestershire,Other buildings,27
2011/12, ,"2011/12 Jan, Feb, Mar",Nottinghamshire,Other buildings,38
2011/12, ,"2011/12 Jan, Feb, Mar",Hereford & Worcester,Other buildings,16
2011/12, ,"2011/12 Jan, Feb, Mar",Shropshire,Other buildings,14
2011/12, ,"2011/12 Jan, Feb, Mar",West Midlands,Other buildings,89
2011/12, ,"2011/12 Jan, Feb, Mar",Warwickshire,Other buildings,8
2011/12, ,"2011/12 Jan, Feb, Mar",Staffordshire,Other buildings,34
2011/12, ,"2011/12 Jan, Feb, Mar",Bedfordshire,Other buildings,20
2011/12, ,"2011/12 Jan, Feb, Mar",Cambridgeshire,Other buildings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Essex,Other buildings,24
2011/12, ,"2011/12 Jan, Feb, Mar",Hertfordshire,Other buildings,13
2011/12, ,"2011/12 Jan, Feb, Mar",Norfolk,Other buildings,19
2011/12, ,"2011/12 Jan, Feb, Mar",Suffolk,Other buildings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Greater London,Other buildings,70
2011/12, ,"2011/12 Jan, Feb, Mar",Greater London,Other buildings,37
2011/12, ,"2011/12 Jan, Feb, Mar",Buckinghamshire,Other buildings,19
2011/12, ,"2011/12 Jan, Feb, Mar",East Sussex,Other buildings,16
2011/12, ,"2011/12 Jan, Feb, Mar",Hampshire,Other buildings,18
2011/12, ,"2011/12 Jan, Feb, Mar",Kent,Other buildings,27
2011/12, ,"2011/12 Jan, Feb, Mar",Surrey,Other buildings,14
2011/12, ,"2011/12 Jan, Feb, Mar",Isle Of Wight,Other buildings,5
2011/12, ,"2011/12 Jan, Feb, Mar",West Sussex,Other buildings,17
2011/12, ,"2011/12 Jan, Feb, Mar",Oxfordshire,Other buildings,11
2011/12, ,"2011/12 Jan, Feb, Mar",Berkshire,Other buildings,13
2011/12, ,"2011/12 Jan, Feb, Mar",Avon,Other buildings,23
2011/12, ,"2011/12 Jan, Feb, Mar",Cornwall,Other buildings,10
2011/12, ,"2011/12 Jan, Feb, Mar",Gloucestershire,Other buildings,9
2011/12, ,"2011/12 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,18
2011/12, ,"2011/12 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,10
2011/12, ,"2011/12 Jan, Feb, Mar",Devon & Somerset,Other buildings,39
2011/12, ,"2011/12 Apr, May, Jun",Cleveland,Other buildings,22
2011/12, ,"2011/12 Apr, May, Jun",Durham,Other buildings,24
2011/12, ,"2011/12 Apr, May, Jun",Northumberland,Other buildings,10
2011/12, ,"2011/12 Apr, May, Jun",Tyne & Wear,Other buildings,58
2011/12, ,"2011/12 Apr, May, Jun",Cumbria,Other buildings,18
2011/12, ,"2011/12 Apr, May, Jun",Cheshire,Other buildings,31
2011/12, ,"2011/12 Apr, May, Jun",Greater Manchester,Other buildings,159
2011/12, ,"2011/12 Apr, May, Jun",Lancashire,Other buildings,73
2011/12, ,"2011/12 Apr, May, Jun",Merseyside,Other buildings,68
2011/12, ,"2011/12 Apr, May, Jun",Humberside,Other buildings,49
2011/12, ,"2011/12 Apr, May, Jun",North Yorkshire,Other buildings,14
2011/12, ,"2011/12 Apr, May, Jun",South Yorkshire,Other buildings,59
2011/12, ,"2011/12 Apr, May, Jun",West Yorkshire,Other buildings,107
2011/12, ,"2011/12 Apr, May, Jun",Lincolnshire,Other buildings,31
2011/12, ,"2011/12 Apr, May, Jun",Derbyshire,Other buildings,40
2011/12, ,"2011/12 Apr, May, Jun",Northamptonshire,Other buildings,8
2011/12, ,"2011/12 Apr, May, Jun",Leicestershire,Other buildings,32
2011/12, ,"2011/12 Apr, May, Jun",Nottinghamshire,Other buildings,53
2011/12, ,"2011/12 Apr, May, Jun",Hereford & Worcester,Other buildings,13
2011/12, ,"2011/12 Apr, May, Jun",Shropshire,Other buildings,16
2011/12, ,"2011/12 Apr, May, Jun",West Midlands,Other buildings,140
2011/12, ,"2011/12 Apr, May, Jun",Warwickshire,Other buildings,12
2011/12, ,"2011/12 Apr, May, Jun",Staffordshire,Other buildings,42
2011/12, ,"2011/12 Apr, May, Jun",Bedfordshire,Other buildings,28
2011/12, ,"2011/12 Apr, May, Jun",Cambridgeshire,Other buildings,34
2011/12, ,"2011/12 Apr, May, Jun",Essex,Other buildings,25
2011/12, ,"2011/12 Apr, May, Jun",Hertfordshire,Other buildings,29
2011/12, ,"2011/12 Apr, May, Jun",Norfolk,Other buildings,31
2011/12, ,"2011/12 Apr, May, Jun",Suffolk,Other buildings,15
2011/12, ,"2011/12 Apr, May, Jun",Greater London,Other buildings,105
2011/12, ,"2011/12 Apr, May, Jun",Greater London,Other buildings,92
2011/12, ,"2011/12 Apr, May, Jun",Buckinghamshire,Other buildings,26
2011/12, ,"2011/12 Apr, May, Jun",East Sussex,Other buildings,19
2011/12, ,"2011/12 Apr, May, Jun",Hampshire,Other buildings,32
2011/12, ,"2011/12 Apr, May, Jun",Kent,Other buildings,62
2011/12, ,"2011/12 Apr, May, Jun",Surrey,Other buildings,24
2011/12, ,"2011/12 Apr, May, Jun",Isle Of Wight,Other buildings,6
2011/12, ,"2011/12 Apr, May, Jun",West Sussex,Other buildings,15
2011/12, ,"2011/12 Apr, May, Jun",Oxfordshire,Other buildings,12
2011/12, ,"2011/12 Apr, May, Jun",Berkshire,Other buildings,25
2011/12, ,"2011/12 Apr, May, Jun",Avon,Other buildings,43
2011/12, ,"2011/12 Apr, May, Jun",Cornwall,Other buildings,16
2011/12, ,"2011/12 Apr, May, Jun",Gloucestershire,Other buildings,11
2011/12, ,"2011/12 Apr, May, Jun",Dorset & Wiltshire,Other buildings,16
2011/12, ,"2011/12 Apr, May, Jun",Dorset & Wiltshire,Other buildings,16
2011/12, ,"2011/12 Apr, May, Jun",Devon & Somerset,Other buildings,45
2011/12, ,"2011/12 Jul, Aug, Sep",Cleveland,Other buildings,18
2011/12, ,"2011/12 Jul, Aug, Sep",Durham,Other buildings,21
2011/12, ,"2011/12 Jul, Aug, Sep",Northumberland,Other buildings,8
2011/12, ,"2011/12 Jul, Aug, Sep",Tyne & Wear,Other buildings,39
2011/12, ,"2011/12 Jul, Aug, Sep",Cumbria,Other buildings,9
2011/12, ,"2011/12 Jul, Aug, Sep",Cheshire,Other buildings,39
2011/12, ,"2011/12 Jul, Aug, Sep",Greater Manchester,Other buildings,186
2011/12, ,"2011/12 Jul, Aug, Sep",Lancashire,Other buildings,40
2011/12, ,"2011/12 Jul, Aug, Sep",Merseyside,Other buildings,64
2011/12, ,"2011/12 Jul, Aug, Sep",Humberside,Other buildings,34
2011/12, ,"2011/12 Jul, Aug, Sep",North Yorkshire,Other buildings,16
2011/12, ,"2011/12 Jul, Aug, Sep",South Yorkshire,Other buildings,55
2011/12, ,"2011/12 Jul, Aug, Sep",West Yorkshire,Other buildings,124
2011/12, ,"2011/12 Jul, Aug, Sep",Lincolnshire,Other buildings,22
2011/12, ,"2011/12 Jul, Aug, Sep",Derbyshire,Other buildings,35
2011/12, ,"2011/12 Jul, Aug, Sep",Northamptonshire,Other buildings,9
2011/12, ,"2011/12 Jul, Aug, Sep",Leicestershire,Other buildings,31
2011/12, ,"2011/12 Jul, Aug, Sep",Nottinghamshire,Other buildings,53
2011/12, ,"2011/12 Jul, Aug, Sep",Hereford & Worcester,Other buildings,21
2011/12, ,"2011/12 Jul, Aug, Sep",Shropshire,Other buildings,9
2011/12, ,"2011/12 Jul, Aug, Sep",West Midlands,Other buildings,140
2011/12, ,"2011/12 Jul, Aug, Sep",Warwickshire,Other buildings,17
2011/12, ,"2011/12 Jul, Aug, Sep",Staffordshire,Other buildings,48
2011/12, ,"2011/12 Jul, Aug, Sep",Bedfordshire,Other buildings,32
2011/12, ,"2011/12 Jul, Aug, Sep",Cambridgeshire,Other buildings,25
2011/12, ,"2011/12 Jul, Aug, Sep",Essex,Other buildings,34
2011/12, ,"2011/12 Jul, Aug, Sep",Hertfordshire,Other buildings,22
2011/12, ,"2011/12 Jul, Aug, Sep",Norfolk,Other buildings,26
2011/12, ,"2011/12 Jul, Aug, Sep",Suffolk,Other buildings,13
2011/12, ,"2011/12 Jul, Aug, Sep",Greater London,Other buildings,126
2011/12, ,"2011/12 Jul, Aug, Sep",Greater London,Other buildings,96
2011/12, ,"2011/12 Jul, Aug, Sep",Buckinghamshire,Other buildings,16
2011/12, ,"2011/12 Jul, Aug, Sep",East Sussex,Other buildings,21
2011/12, ,"2011/12 Jul, Aug, Sep",Hampshire,Other buildings,30
2011/12, ,"2011/12 Jul, Aug, Sep",Kent,Other buildings,51
2011/12, ,"2011/12 Jul, Aug, Sep",Surrey,Other buildings,23
2011/12, ,"2011/12 Jul, Aug, Sep",Isle Of Wight,Other buildings,5
2011/12, ,"2011/12 Jul, Aug, Sep",West Sussex,Other buildings,27
2011/12, ,"2011/12 Jul, Aug, Sep",Oxfordshire,Other buildings,13
2011/12, ,"2011/12 Jul, Aug, Sep",Berkshire,Other buildings,18
2011/12, ,"2011/12 Jul, Aug, Sep",Avon,Other buildings,35
2011/12, ,"2011/12 Jul, Aug, Sep",Cornwall,Other buildings,14
2011/12, ,"2011/12 Jul, Aug, Sep",Gloucestershire,Other buildings,12
2011/12, ,"2011/12 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,11
2011/12, ,"2011/12 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,11
2011/12, ,"2011/12 Jul, Aug, Sep",Devon & Somerset,Other buildings,40
2011/12, ,"2011/12 Oct, Nov, Dec",Cleveland,Other buildings,17
2011/12, ,"2011/12 Oct, Nov, Dec",Durham,Other buildings,14
2011/12, ,"2011/12 Oct, Nov, Dec",Northumberland,Other buildings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Tyne & Wear,Other buildings,47
2011/12, ,"2011/12 Oct, Nov, Dec",Cumbria,Other buildings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Cheshire,Other buildings,31
2011/12, ,"2011/12 Oct, Nov, Dec",Greater Manchester,Other buildings,122
2011/12, ,"2011/12 Oct, Nov, Dec",Lancashire,Other buildings,50
2011/12, ,"2011/12 Oct, Nov, Dec",Merseyside,Other buildings,43
2011/12, ,"2011/12 Oct, Nov, Dec",Humberside,Other buildings,41
2011/12, ,"2011/12 Oct, Nov, Dec",North Yorkshire,Other buildings,12
2011/12, ,"2011/12 Oct, Nov, Dec",South Yorkshire,Other buildings,49
2011/12, ,"2011/12 Oct, Nov, Dec",West Yorkshire,Other buildings,77
2011/12, ,"2011/12 Oct, Nov, Dec",Lincolnshire,Other buildings,29
2011/12, ,"2011/12 Oct, Nov, Dec",Derbyshire,Other buildings,27
2011/12, ,"2011/12 Oct, Nov, Dec",Northamptonshire,Other buildings,18
2011/12, ,"2011/12 Oct, Nov, Dec",Leicestershire,Other buildings,31
2011/12, ,"2011/12 Oct, Nov, Dec",Nottinghamshire,Other buildings,40
2011/12, ,"2011/12 Oct, Nov, Dec",Hereford & Worcester,Other buildings,15
2011/12, ,"2011/12 Oct, Nov, Dec",Shropshire,Other buildings,9
2011/12, ,"2011/12 Oct, Nov, Dec",West Midlands,Other buildings,91
2011/12, ,"2011/12 Oct, Nov, Dec",Warwickshire,Other buildings,9
2011/12, ,"2011/12 Oct, Nov, Dec",Staffordshire,Other buildings,38
2011/12, ,"2011/12 Oct, Nov, Dec",Bedfordshire,Other buildings,16
2011/12, ,"2011/12 Oct, Nov, Dec",Cambridgeshire,Other buildings,23
2011/12, ,"2011/12 Oct, Nov, Dec",Essex,Other buildings,47
2011/12, ,"2011/12 Oct, Nov, Dec",Hertfordshire,Other buildings,17
2011/12, ,"2011/12 Oct, Nov, Dec",Norfolk,Other buildings,23
2011/12, ,"2011/12 Oct, Nov, Dec",Suffolk,Other buildings,15
2011/12, ,"2011/12 Oct, Nov, Dec",Greater London,Other buildings,86
2011/12, ,"2011/12 Oct, Nov, Dec",Greater London,Other buildings,34
2011/12, ,"2011/12 Oct, Nov, Dec",Buckinghamshire,Other buildings,20
2011/12, ,"2011/12 Oct, Nov, Dec",East Sussex,Other buildings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Hampshire,Other buildings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Kent,Other buildings,46
2011/12, ,"2011/12 Oct, Nov, Dec",Surrey,Other buildings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Isle Of Wight,Other buildings,7
2011/12, ,"2011/12 Oct, Nov, Dec",West Sussex,Other buildings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Oxfordshire,Other buildings,7
2011/12, ,"2011/12 Oct, Nov, Dec",Berkshire,Other buildings,18
2011/12, ,"2011/12 Oct, Nov, Dec",Avon,Other buildings,29
2011/12, ,"2011/12 Oct, Nov, Dec",Cornwall,Other buildings,13
2011/12, ,"2011/12 Oct, Nov, Dec",Gloucestershire,Other buildings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,11
2011/12, ,"2011/12 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Devon & Somerset,Other buildings,26
2012/13, ,"2012/13 Jan, Feb, Mar",Cleveland,Other buildings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Durham,Other buildings,11
2012/13, ,"2012/13 Jan, Feb, Mar",Northumberland,Other buildings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Tyne & Wear,Other buildings,29
2012/13, ,"2012/13 Jan, Feb, Mar",Cumbria,Other buildings,12
2012/13, ,"2012/13 Jan, Feb, Mar",Cheshire,Other buildings,13
2012/13, ,"2012/13 Jan, Feb, Mar",Greater Manchester,Other buildings,67
2012/13, ,"2012/13 Jan, Feb, Mar",Lancashire,Other buildings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Merseyside,Other buildings,30
2012/13, ,"2012/13 Jan, Feb, Mar",Humberside,Other buildings,27
2012/13, ,"2012/13 Jan, Feb, Mar",North Yorkshire,Other buildings,11
2012/13, ,"2012/13 Jan, Feb, Mar",South Yorkshire,Other buildings,24
2012/13, ,"2012/13 Jan, Feb, Mar",West Yorkshire,Other buildings,48
2012/13, ,"2012/13 Jan, Feb, Mar",Lincolnshire,Other buildings,18
2012/13, ,"2012/13 Jan, Feb, Mar",Derbyshire,Other buildings,13
2012/13, ,"2012/13 Jan, Feb, Mar",Northamptonshire,Other buildings,11
2012/13, ,"2012/13 Jan, Feb, Mar",Leicestershire,Other buildings,15
2012/13, ,"2012/13 Jan, Feb, Mar",Nottinghamshire,Other buildings,20
2012/13, ,"2012/13 Jan, Feb, Mar",Hereford & Worcester,Other buildings,18
2012/13, ,"2012/13 Jan, Feb, Mar",Shropshire,Other buildings,6
2012/13, ,"2012/13 Jan, Feb, Mar",West Midlands,Other buildings,75
2012/13, ,"2012/13 Jan, Feb, Mar",Warwickshire,Other buildings,7
2012/13, ,"2012/13 Jan, Feb, Mar",Staffordshire,Other buildings,25
2012/13, ,"2012/13 Jan, Feb, Mar",Bedfordshire,Other buildings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Cambridgeshire,Other buildings,8
2012/13, ,"2012/13 Jan, Feb, Mar",Essex,Other buildings,22
2012/13, ,"2012/13 Jan, Feb, Mar",Hertfordshire,Other buildings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Norfolk,Other buildings,10
2012/13, ,"2012/13 Jan, Feb, Mar",Suffolk,Other buildings,11
2012/13, ,"2012/13 Jan, Feb, Mar",Greater London,Other buildings,52
2012/13, ,"2012/13 Jan, Feb, Mar",Greater London,Other buildings,35
2012/13, ,"2012/13 Jan, Feb, Mar",Buckinghamshire,Other buildings,8
2012/13, ,"2012/13 Jan, Feb, Mar",East Sussex,Other buildings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Hampshire,Other buildings,12
2012/13, ,"2012/13 Jan, Feb, Mar",Kent,Other buildings,27
2012/13, ,"2012/13 Jan, Feb, Mar",Surrey,Other buildings,18
2012/13, ,"2012/13 Jan, Feb, Mar",Isle Of Wight,Other buildings,3
2012/13, ,"2012/13 Jan, Feb, Mar",West Sussex,Other buildings,23
2012/13, ,"2012/13 Jan, Feb, Mar",Oxfordshire,Other buildings,8
2012/13, ,"2012/13 Jan, Feb, Mar",Berkshire,Other buildings,10
2012/13, ,"2012/13 Jan, Feb, Mar",Avon,Other buildings,23
2012/13, ,"2012/13 Jan, Feb, Mar",Cornwall,Other buildings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Gloucestershire,Other buildings,8
2012/13, ,"2012/13 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,15
2012/13, ,"2012/13 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Devon & Somerset,Other buildings,17
2012/13, ,"2012/13 Apr, May, Jun",Cleveland,Other buildings,18
2012/13, ,"2012/13 Apr, May, Jun",Durham,Other buildings,20
2012/13, ,"2012/13 Apr, May, Jun",Northumberland,Other buildings,8
2012/13, ,"2012/13 Apr, May, Jun",Tyne & Wear,Other buildings,38
2012/13, ,"2012/13 Apr, May, Jun",Cumbria,Other buildings,9
2012/13, ,"2012/13 Apr, May, Jun",Cheshire,Other buildings,21
2012/13, ,"2012/13 Apr, May, Jun",Greater Manchester,Other buildings,124
2012/13, ,"2012/13 Apr, May, Jun",Lancashire,Other buildings,51
2012/13, ,"2012/13 Apr, May, Jun",Merseyside,Other buildings,53
2012/13, ,"2012/13 Apr, May, Jun",Humberside,Other buildings,24
2012/13, ,"2012/13 Apr, May, Jun",North Yorkshire,Other buildings,9
2012/13, ,"2012/13 Apr, May, Jun",South Yorkshire,Other buildings,56
2012/13, ,"2012/13 Apr, May, Jun",West Yorkshire,Other buildings,86
2012/13, ,"2012/13 Apr, May, Jun",Lincolnshire,Other buildings,14
2012/13, ,"2012/13 Apr, May, Jun",Derbyshire,Other buildings,20
2012/13, ,"2012/13 Apr, May, Jun",Northamptonshire,Other buildings,13
2012/13, ,"2012/13 Apr, May, Jun",Leicestershire,Other buildings,29
2012/13, ,"2012/13 Apr, May, Jun",Nottinghamshire,Other buildings,29
2012/13, ,"2012/13 Apr, May, Jun",Hereford & Worcester,Other buildings,13
2012/13, ,"2012/13 Apr, May, Jun",Shropshire,Other buildings,10
2012/13, ,"2012/13 Apr, May, Jun",West Midlands,Other buildings,74
2012/13, ,"2012/13 Apr, May, Jun",Warwickshire,Other buildings,7
2012/13, ,"2012/13 Apr, May, Jun",Staffordshire,Other buildings,31
2012/13, ,"2012/13 Apr, May, Jun",Bedfordshire,Other buildings,21
2012/13, ,"2012/13 Apr, May, Jun",Cambridgeshire,Other buildings,28
2012/13, ,"2012/13 Apr, May, Jun",Essex,Other buildings,24
2012/13, ,"2012/13 Apr, May, Jun",Hertfordshire,Other buildings,14
2012/13, ,"2012/13 Apr, May, Jun",Norfolk,Other buildings,12
2012/13, ,"2012/13 Apr, May, Jun",Suffolk,Other buildings,12
2012/13, ,"2012/13 Apr, May, Jun",Greater London,Other buildings,73
2012/13, ,"2012/13 Apr, May, Jun",Greater London,Other buildings,36
2012/13, ,"2012/13 Apr, May, Jun",Buckinghamshire,Other buildings,13
2012/13, ,"2012/13 Apr, May, Jun",East Sussex,Other buildings,24
2012/13, ,"2012/13 Apr, May, Jun",Hampshire,Other buildings,20
2012/13, ,"2012/13 Apr, May, Jun",Kent,Other buildings,24
2012/13, ,"2012/13 Apr, May, Jun",Surrey,Other buildings,25
2012/13, ,"2012/13 Apr, May, Jun",Isle Of Wight,Other buildings,5
2012/13, ,"2012/13 Apr, May, Jun",West Sussex,Other buildings,28
2012/13, ,"2012/13 Apr, May, Jun",Oxfordshire,Other buildings,7
2012/13, ,"2012/13 Apr, May, Jun",Berkshire,Other buildings,11
2012/13, ,"2012/13 Apr, May, Jun",Avon,Other buildings,28
2012/13, ,"2012/13 Apr, May, Jun",Cornwall,Other buildings,12
2012/13, ,"2012/13 Apr, May, Jun",Gloucestershire,Other buildings,7
2012/13, ,"2012/13 Apr, May, Jun",Dorset & Wiltshire,Other buildings,10
2012/13, ,"2012/13 Apr, May, Jun",Dorset & Wiltshire,Other buildings,20
2012/13, ,"2012/13 Apr, May, Jun",Devon & Somerset,Other buildings,37
2012/13, ,"2012/13 Jul, Aug, Sep",Cleveland,Other buildings,11
2012/13, ,"2012/13 Jul, Aug, Sep",Durham,Other buildings,15
2012/13, ,"2012/13 Jul, Aug, Sep",Northumberland,Other buildings,15
2012/13, ,"2012/13 Jul, Aug, Sep",Tyne & Wear,Other buildings,45
2012/13, ,"2012/13 Jul, Aug, Sep",Cumbria,Other buildings,4
2012/13, ,"2012/13 Jul, Aug, Sep",Cheshire,Other buildings,24
2012/13, ,"2012/13 Jul, Aug, Sep",Greater Manchester,Other buildings,111
2012/13, ,"2012/13 Jul, Aug, Sep",Lancashire,Other buildings,26
2012/13, ,"2012/13 Jul, Aug, Sep",Merseyside,Other buildings,40
2012/13, ,"2012/13 Jul, Aug, Sep",Humberside,Other buildings,35
2012/13, ,"2012/13 Jul, Aug, Sep",North Yorkshire,Other buildings,13
2012/13, ,"2012/13 Jul, Aug, Sep",South Yorkshire,Other buildings,31
2012/13, ,"2012/13 Jul, Aug, Sep",West Yorkshire,Other buildings,59
2012/13, ,"2012/13 Jul, Aug, Sep",Lincolnshire,Other buildings,17
2012/13, ,"2012/13 Jul, Aug, Sep",Derbyshire,Other buildings,27
2012/13, ,"2012/13 Jul, Aug, Sep",Northamptonshire,Other buildings,11
2012/13, ,"2012/13 Jul, Aug, Sep",Leicestershire,Other buildings,18
2012/13, ,"2012/13 Jul, Aug, Sep",Nottinghamshire,Other buildings,25
2012/13, ,"2012/13 Jul, Aug, Sep",Hereford & Worcester,Other buildings,5
2012/13, ,"2012/13 Jul, Aug, Sep",Shropshire,Other buildings,7
2012/13, ,"2012/13 Jul, Aug, Sep",West Midlands,Other buildings,70
2012/13, ,"2012/13 Jul, Aug, Sep",Warwickshire,Other buildings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Staffordshire,Other buildings,45
2012/13, ,"2012/13 Jul, Aug, Sep",Bedfordshire,Other buildings,17
2012/13, ,"2012/13 Jul, Aug, Sep",Cambridgeshire,Other buildings,11
2012/13, ,"2012/13 Jul, Aug, Sep",Essex,Other buildings,25
2012/13, ,"2012/13 Jul, Aug, Sep",Hertfordshire,Other buildings,9
2012/13, ,"2012/13 Jul, Aug, Sep",Norfolk,Other buildings,18
2012/13, ,"2012/13 Jul, Aug, Sep",Suffolk,Other buildings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Greater London,Other buildings,71
2012/13, ,"2012/13 Jul, Aug, Sep",Greater London,Other buildings,43
2012/13, ,"2012/13 Jul, Aug, Sep",Buckinghamshire,Other buildings,18
2012/13, ,"2012/13 Jul, Aug, Sep",East Sussex,Other buildings,23
2012/13, ,"2012/13 Jul, Aug, Sep",Hampshire,Other buildings,15
2012/13, ,"2012/13 Jul, Aug, Sep",Kent,Other buildings,36
2012/13, ,"2012/13 Jul, Aug, Sep",Surrey,Other buildings,14
2012/13, ,"2012/13 Jul, Aug, Sep",Isle Of Wight,Other buildings,5
2012/13, ,"2012/13 Jul, Aug, Sep",West Sussex,Other buildings,17
2012/13, ,"2012/13 Jul, Aug, Sep",Oxfordshire,Other buildings,7
2012/13, ,"2012/13 Jul, Aug, Sep",Berkshire,Other buildings,12
2012/13, ,"2012/13 Jul, Aug, Sep",Avon,Other buildings,32
2012/13, ,"2012/13 Jul, Aug, Sep",Cornwall,Other buildings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Gloucestershire,Other buildings,8
2012/13, ,"2012/13 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,14
2012/13, ,"2012/13 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Devon & Somerset,Other buildings,31
2012/13, ,"2012/13 Oct, Nov, Dec",Cleveland,Other buildings,10
2012/13, ,"2012/13 Oct, Nov, Dec",Durham,Other buildings,12
2012/13, ,"2012/13 Oct, Nov, Dec",Northumberland,Other buildings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Tyne & Wear,Other buildings,32
2012/13, ,"2012/13 Oct, Nov, Dec",Cumbria,Other buildings,11
2012/13, ,"2012/13 Oct, Nov, Dec",Cheshire,Other buildings,14
2012/13, ,"2012/13 Oct, Nov, Dec",Greater Manchester,Other buildings,107
2012/13, ,"2012/13 Oct, Nov, Dec",Lancashire,Other buildings,29
2012/13, ,"2012/13 Oct, Nov, Dec",Merseyside,Other buildings,51
2012/13, ,"2012/13 Oct, Nov, Dec",Humberside,Other buildings,34
2012/13, ,"2012/13 Oct, Nov, Dec",North Yorkshire,Other buildings,5
2012/13, ,"2012/13 Oct, Nov, Dec",South Yorkshire,Other buildings,32
2012/13, ,"2012/13 Oct, Nov, Dec",West Yorkshire,Other buildings,54
2012/13, ,"2012/13 Oct, Nov, Dec",Lincolnshire,Other buildings,25
2012/13, ,"2012/13 Oct, Nov, Dec",Derbyshire,Other buildings,19
2012/13, ,"2012/13 Oct, Nov, Dec",Northamptonshire,Other buildings,9
2012/13, ,"2012/13 Oct, Nov, Dec",Leicestershire,Other buildings,27
2012/13, ,"2012/13 Oct, Nov, Dec",Nottinghamshire,Other buildings,24
2012/13, ,"2012/13 Oct, Nov, Dec",Hereford & Worcester,Other buildings,9
