FINANCIAL_YEAR,YEAR_ENDING,YEAR_QUARTER,FRS_NAME,INCIDENT_TYPE,Deliberate fires
2012/13, ,"2012/13 Oct, Nov, Dec",Shropshire,Other buildings,5
2012/13, ,"2012/13 Oct, Nov, Dec",West Midlands,Other buildings,57
2012/13, ,"2012/13 Oct, Nov, Dec",Warwickshire,Other buildings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Staffordshire,Other buildings,19
2012/13, ,"2012/13 Oct, Nov, Dec",Bedfordshire,Other buildings,20
2012/13, ,"2012/13 Oct, Nov, Dec",Cambridgeshire,Other buildings,10
2012/13, ,"2012/13 Oct, Nov, Dec",Essex,Other buildings,17
2012/13, ,"2012/13 Oct, Nov, Dec",Hertfordshire,Other buildings,10
2012/13, ,"2012/13 Oct, Nov, Dec",Norfolk,Other buildings,18
2012/13, ,"2012/13 Oct, Nov, Dec",Suffolk,Other buildings,11
2012/13, ,"2012/13 Oct, Nov, Dec",Greater London,Other buildings,77
2012/13, ,"2012/13 Oct, Nov, Dec",Greater London,Other buildings,57
2012/13, ,"2012/13 Oct, Nov, Dec",Buckinghamshire,Other buildings,11
2012/13, ,"2012/13 Oct, Nov, Dec",East Sussex,Other buildings,15
2012/13, ,"2012/13 Oct, Nov, Dec",Hampshire,Other buildings,17
2012/13, ,"2012/13 Oct, Nov, Dec",Kent,Other buildings,38
2012/13, ,"2012/13 Oct, Nov, Dec",Surrey,Other buildings,21
2012/13, ,"2012/13 Oct, Nov, Dec",Isle Of Wight,Other buildings,3
2012/13, ,"2012/13 Oct, Nov, Dec",West Sussex,Other buildings,13
2012/13, ,"2012/13 Oct, Nov, Dec",Oxfordshire,Other buildings,9
2012/13, ,"2012/13 Oct, Nov, Dec",Berkshire,Other buildings,10
2012/13, ,"2012/13 Oct, Nov, Dec",Avon,Other buildings,21
2012/13, ,"2012/13 Oct, Nov, Dec",Cornwall,Other buildings,6
2012/13, ,"2012/13 Oct, Nov, Dec",Gloucestershire,Other buildings,12
2012/13, ,"2012/13 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,11
2012/13, ,"2012/13 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,6
2012/13, ,"2012/13 Oct, Nov, Dec",Devon & Somerset,Other buildings,26
2013/14, ,"2013/14 Jan, Feb, Mar",Cleveland,Other buildings,13
2013/14, ,"2013/14 Jan, Feb, Mar",Durham,Other buildings,15
2013/14, ,"2013/14 Jan, Feb, Mar",Northumberland,Other buildings,4
2013/14, ,"2013/14 Jan, Feb, Mar",Tyne & Wear,Other buildings,29
2013/14, ,"2013/14 Jan, Feb, Mar",Cumbria,Other buildings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Cheshire,Other buildings,7
2013/14, ,"2013/14 Jan, Feb, Mar",Greater Manchester,Other buildings,71
2013/14, ,"2013/14 Jan, Feb, Mar",Lancashire,Other buildings,22
2013/14, ,"2013/14 Jan, Feb, Mar",Merseyside,Other buildings,27
2013/14, ,"2013/14 Jan, Feb, Mar",Humberside,Other buildings,21
2013/14, ,"2013/14 Jan, Feb, Mar",North Yorkshire,Other buildings,6
2013/14, ,"2013/14 Jan, Feb, Mar",South Yorkshire,Other buildings,30
2013/14, ,"2013/14 Jan, Feb, Mar",West Yorkshire,Other buildings,42
2013/14, ,"2013/14 Jan, Feb, Mar",Lincolnshire,Other buildings,20
2013/14, ,"2013/14 Jan, Feb, Mar",Derbyshire,Other buildings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Northamptonshire,Other buildings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Leicestershire,Other buildings,7
2013/14, ,"2013/14 Jan, Feb, Mar",Nottinghamshire,Other buildings,30
2013/14, ,"2013/14 Jan, Feb, Mar",Hereford & Worcester,Other buildings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Shropshire,Other buildings,4
2013/14, ,"2013/14 Jan, Feb, Mar",West Midlands,Other buildings,46
2013/14, ,"2013/14 Jan, Feb, Mar",Warwickshire,Other buildings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Staffordshire,Other buildings,30
2013/14, ,"2013/14 Jan, Feb, Mar",Bedfordshire,Other buildings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Cambridgeshire,Other buildings,13
2013/14, ,"2013/14 Jan, Feb, Mar",Essex,Other buildings,17
2013/14, ,"2013/14 Jan, Feb, Mar",Hertfordshire,Other buildings,8
2013/14, ,"2013/14 Jan, Feb, Mar",Norfolk,Other buildings,26
2013/14, ,"2013/14 Jan, Feb, Mar",Suffolk,Other buildings,6
2013/14, ,"2013/14 Jan, Feb, Mar",Greater London,Other buildings,50
2013/14, ,"2013/14 Jan, Feb, Mar",Greater London,Other buildings,34
2013/14, ,"2013/14 Jan, Feb, Mar",Buckinghamshire,Other buildings,10
2013/14, ,"2013/14 Jan, Feb, Mar",East Sussex,Other buildings,16
2013/14, ,"2013/14 Jan, Feb, Mar",Hampshire,Other buildings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Kent,Other buildings,15
2013/14, ,"2013/14 Jan, Feb, Mar",Surrey,Other buildings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Isle Of Wight,Other buildings,1
2013/14, ,"2013/14 Jan, Feb, Mar",West Sussex,Other buildings,12
2013/14, ,"2013/14 Jan, Feb, Mar",Oxfordshire,Other buildings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Berkshire,Other buildings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Avon,Other buildings,12
2013/14, ,"2013/14 Jan, Feb, Mar",Cornwall,Other buildings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Gloucestershire,Other buildings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Devon & Somerset,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",Cleveland,Other buildings,24
2013/14, ,"2013/14 Apr, May, Jun",Durham,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",Northumberland,Other buildings,6
2013/14, ,"2013/14 Apr, May, Jun",Tyne & Wear,Other buildings,49
2013/14, ,"2013/14 Apr, May, Jun",Cumbria,Other buildings,8
2013/14, ,"2013/14 Apr, May, Jun",Cheshire,Other buildings,27
2013/14, ,"2013/14 Apr, May, Jun",Greater Manchester,Other buildings,90
2013/14, ,"2013/14 Apr, May, Jun",Lancashire,Other buildings,46
2013/14, ,"2013/14 Apr, May, Jun",Merseyside,Other buildings,66
2013/14, ,"2013/14 Apr, May, Jun",Humberside,Other buildings,46
2013/14, ,"2013/14 Apr, May, Jun",North Yorkshire,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",South Yorkshire,Other buildings,38
2013/14, ,"2013/14 Apr, May, Jun",West Yorkshire,Other buildings,87
2013/14, ,"2013/14 Apr, May, Jun",Lincolnshire,Other buildings,12
2013/14, ,"2013/14 Apr, May, Jun",Derbyshire,Other buildings,30
2013/14, ,"2013/14 Apr, May, Jun",Northamptonshire,Other buildings,14
2013/14, ,"2013/14 Apr, May, Jun",Leicestershire,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",Nottinghamshire,Other buildings,33
2013/14, ,"2013/14 Apr, May, Jun",Hereford & Worcester,Other buildings,9
2013/14, ,"2013/14 Apr, May, Jun",Shropshire,Other buildings,7
2013/14, ,"2013/14 Apr, May, Jun",West Midlands,Other buildings,74
2013/14, ,"2013/14 Apr, May, Jun",Warwickshire,Other buildings,8
2013/14, ,"2013/14 Apr, May, Jun",Staffordshire,Other buildings,40
2013/14, ,"2013/14 Apr, May, Jun",Bedfordshire,Other buildings,22
2013/14, ,"2013/14 Apr, May, Jun",Cambridgeshire,Other buildings,20
2013/14, ,"2013/14 Apr, May, Jun",Essex,Other buildings,33
2013/14, ,"2013/14 Apr, May, Jun",Hertfordshire,Other buildings,15
2013/14, ,"2013/14 Apr, May, Jun",Norfolk,Other buildings,18
2013/14, ,"2013/14 Apr, May, Jun",Suffolk,Other buildings,10
2013/14, ,"2013/14 Apr, May, Jun",Greater London,Other buildings,75
2013/14, ,"2013/14 Apr, May, Jun",Greater London,Other buildings,44
2013/14, ,"2013/14 Apr, May, Jun",Buckinghamshire,Other buildings,15
2013/14, ,"2013/14 Apr, May, Jun",East Sussex,Other buildings,13
2013/14, ,"2013/14 Apr, May, Jun",Hampshire,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",Kent,Other buildings,49
2013/14, ,"2013/14 Apr, May, Jun",Surrey,Other buildings,23
2013/14, ,"2013/14 Apr, May, Jun",Isle Of Wight,Other buildings,4
2013/14, ,"2013/14 Apr, May, Jun",West Sussex,Other buildings,18
2013/14, ,"2013/14 Apr, May, Jun",Oxfordshire,Other buildings,6
2013/14, ,"2013/14 Apr, May, Jun",Berkshire,Other buildings,15
2013/14, ,"2013/14 Apr, May, Jun",Avon,Other buildings,39
2013/14, ,"2013/14 Apr, May, Jun",Cornwall,Other buildings,2
2013/14, ,"2013/14 Apr, May, Jun",Gloucestershire,Other buildings,14
2013/14, ,"2013/14 Apr, May, Jun",Dorset & Wiltshire,Other buildings,19
2013/14, ,"2013/14 Apr, May, Jun",Dorset & Wiltshire,Other buildings,6
2013/14, ,"2013/14 Apr, May, Jun",Devon & Somerset,Other buildings,31
2013/14, ,"2013/14 Jul, Aug, Sep",Cleveland,Other buildings,12
2013/14, ,"2013/14 Jul, Aug, Sep",Durham,Other buildings,21
2013/14, ,"2013/14 Jul, Aug, Sep",Northumberland,Other buildings,11
2013/14, ,"2013/14 Jul, Aug, Sep",Tyne & Wear,Other buildings,43
2013/14, ,"2013/14 Jul, Aug, Sep",Cumbria,Other buildings,6
2013/14, ,"2013/14 Jul, Aug, Sep",Cheshire,Other buildings,18
2013/14, ,"2013/14 Jul, Aug, Sep",Greater Manchester,Other buildings,83
2013/14, ,"2013/14 Jul, Aug, Sep",Lancashire,Other buildings,42
2013/14, ,"2013/14 Jul, Aug, Sep",Merseyside,Other buildings,46
2013/14, ,"2013/14 Jul, Aug, Sep",Humberside,Other buildings,36
2013/14, ,"2013/14 Jul, Aug, Sep",North Yorkshire,Other buildings,11
2013/14, ,"2013/14 Jul, Aug, Sep",South Yorkshire,Other buildings,45
2013/14, ,"2013/14 Jul, Aug, Sep",West Yorkshire,Other buildings,67
2013/14, ,"2013/14 Jul, Aug, Sep",Lincolnshire,Other buildings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Derbyshire,Other buildings,24
2013/14, ,"2013/14 Jul, Aug, Sep",Northamptonshire,Other buildings,15
2013/14, ,"2013/14 Jul, Aug, Sep",Leicestershire,Other buildings,24
2013/14, ,"2013/14 Jul, Aug, Sep",Nottinghamshire,Other buildings,24
2013/14, ,"2013/14 Jul, Aug, Sep",Hereford & Worcester,Other buildings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Shropshire,Other buildings,5
2013/14, ,"2013/14 Jul, Aug, Sep",West Midlands,Other buildings,88
2013/14, ,"2013/14 Jul, Aug, Sep",Warwickshire,Other buildings,6
2013/14, ,"2013/14 Jul, Aug, Sep",Staffordshire,Other buildings,30
2013/14, ,"2013/14 Jul, Aug, Sep",Bedfordshire,Other buildings,16
2013/14, ,"2013/14 Jul, Aug, Sep",Cambridgeshire,Other buildings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Essex,Other buildings,16
2013/14, ,"2013/14 Jul, Aug, Sep",Hertfordshire,Other buildings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Norfolk,Other buildings,25
2013/14, ,"2013/14 Jul, Aug, Sep",Suffolk,Other buildings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Greater London,Other buildings,70
2013/14, ,"2013/14 Jul, Aug, Sep",Greater London,Other buildings,35
2013/14, ,"2013/14 Jul, Aug, Sep",Buckinghamshire,Other buildings,22
2013/14, ,"2013/14 Jul, Aug, Sep",East Sussex,Other buildings,11
2013/14, ,"2013/14 Jul, Aug, Sep",Hampshire,Other buildings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Kent,Other buildings,34
2013/14, ,"2013/14 Jul, Aug, Sep",Surrey,Other buildings,16
2013/14, ,"2013/14 Jul, Aug, Sep",Isle Of Wight,Other buildings,2
2013/14, ,"2013/14 Jul, Aug, Sep",West Sussex,Other buildings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Oxfordshire,Other buildings,6
2013/14, ,"2013/14 Jul, Aug, Sep",Berkshire,Other buildings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Avon,Other buildings,35
2013/14, ,"2013/14 Jul, Aug, Sep",Cornwall,Other buildings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Gloucestershire,Other buildings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,18
2013/14, ,"2013/14 Jul, Aug, Sep",Dorset & Wiltshire,Other buildings,10
2013/14, ,"2013/14 Jul, Aug, Sep",Devon & Somerset,Other buildings,23
2013/14, ,"2013/14 Oct, Nov, Dec",Cleveland,Other buildings,8
2013/14, ,"2013/14 Oct, Nov, Dec",Durham,Other buildings,24
2013/14, ,"2013/14 Oct, Nov, Dec",Northumberland,Other buildings,5
2013/14, ,"2013/14 Oct, Nov, Dec",Tyne & Wear,Other buildings,34
2013/14, ,"2013/14 Oct, Nov, Dec",Cumbria,Other buildings,10
2013/14, ,"2013/14 Oct, Nov, Dec",Cheshire,Other buildings,16
2013/14, ,"2013/14 Oct, Nov, Dec",Greater Manchester,Other buildings,76
2013/14, ,"2013/14 Oct, Nov, Dec",Lancashire,Other buildings,19
2013/14, ,"2013/14 Oct, Nov, Dec",Merseyside,Other buildings,31
2013/14, ,"2013/14 Oct, Nov, Dec",Humberside,Other buildings,27
2013/14, ,"2013/14 Oct, Nov, Dec",North Yorkshire,Other buildings,11
2013/14, ,"2013/14 Oct, Nov, Dec",South Yorkshire,Other buildings,45
2013/14, ,"2013/14 Oct, Nov, Dec",West Yorkshire,Other buildings,75
2013/14, ,"2013/14 Oct, Nov, Dec",Lincolnshire,Other buildings,18
2013/14, ,"2013/14 Oct, Nov, Dec",Derbyshire,Other buildings,17
2013/14, ,"2013/14 Oct, Nov, Dec",Northamptonshire,Other buildings,6
2013/14, ,"2013/14 Oct, Nov, Dec",Leicestershire,Other buildings,10
2013/14, ,"2013/14 Oct, Nov, Dec",Nottinghamshire,Other buildings,26
2013/14, ,"2013/14 Oct, Nov, Dec",Hereford & Worcester,Other buildings,12
2013/14, ,"2013/14 Oct, Nov, Dec",Shropshire,Other buildings,5
2013/14, ,"2013/14 Oct, Nov, Dec",West Midlands,Other buildings,47
2013/14, ,"2013/14 Oct, Nov, Dec",Warwickshire,Other buildings,4
2013/14, ,"2013/14 Oct, Nov, Dec",Staffordshire,Other buildings,40
2013/14, ,"2013/14 Oct, Nov, Dec",Bedfordshire,Other buildings,10
2013/14, ,"2013/14 Oct, Nov, Dec",Cambridgeshire,Other buildings,10
2013/14, ,"2013/14 Oct, Nov, Dec",Essex,Other buildings,16
2013/14, ,"2013/14 Oct, Nov, Dec",Hertfordshire,Other buildings,5
2013/14, ,"2013/14 Oct, Nov, Dec",Norfolk,Other buildings,13
2013/14, ,"2013/14 Oct, Nov, Dec",Suffolk,Other buildings,5
2013/14, ,"2013/14 Oct, Nov, Dec",Greater London,Other buildings,48
2013/14, ,"2013/14 Oct, Nov, Dec",Greater London,Other buildings,23
2013/14, ,"2013/14 Oct, Nov, Dec",Buckinghamshire,Other buildings,16
2013/14, ,"2013/14 Oct, Nov, Dec",East Sussex,Other buildings,14
2013/14, ,"2013/14 Oct, Nov, Dec",Hampshire,Other buildings,21
2013/14, ,"2013/14 Oct, Nov, Dec",Kent,Other buildings,20
2013/14, ,"2013/14 Oct, Nov, Dec",Surrey,Other buildings,13
2013/14, ,"2013/14 Oct, Nov, Dec",Isle Of Wight,Other buildings,2
2013/14, ,"2013/14 Oct, Nov, Dec",West Sussex,Other buildings,13
2013/14, ,"2013/14 Oct, Nov, Dec",Oxfordshire,Other buildings,7
2013/14, ,"2013/14 Oct, Nov, Dec",Berkshire,Other buildings,8
2013/14, ,"2013/14 Oct, Nov, Dec",Avon,Other buildings,18
2013/14, ,"2013/14 Oct, Nov, Dec",Cornwall,Other buildings,5
2013/14, ,"2013/14 Oct, Nov, Dec",Gloucestershire,Other buildings,4
2013/14, ,"2013/14 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,7
2013/14, ,"2013/14 Oct, Nov, Dec",Dorset & Wiltshire,Other buildings,8
2013/14, ,"2013/14 Oct, Nov, Dec",Devon & Somerset,Other buildings,24
2014/15, ,"2014/15 Jan, Feb, Mar",Cleveland,Other buildings,16
2014/15, ,"2014/15 Jan, Feb, Mar",Durham,Other buildings,27
2014/15, ,"2014/15 Jan, Feb, Mar",Northumberland,Other buildings,9
2014/15, ,"2014/15 Jan, Feb, Mar",Tyne & Wear,Other buildings,26
2014/15, ,"2014/15 Jan, Feb, Mar",Cumbria,Other buildings,4
2014/15, ,"2014/15 Jan, Feb, Mar",Cheshire,Other buildings,17
2014/15, ,"2014/15 Jan, Feb, Mar",Greater Manchester,Other buildings,58
2014/15, ,"2014/15 Jan, Feb, Mar",Lancashire,Other buildings,28
2014/15, ,"2014/15 Jan, Feb, Mar",Merseyside,Other buildings,33
2014/15, ,"2014/15 Jan, Feb, Mar",Humberside,Other buildings,22
2014/15, ,"2014/15 Jan, Feb, Mar",North Yorkshire,Other buildings,7
2014/15, ,"2014/15 Jan, Feb, Mar",South Yorkshire,Other buildings,53
2014/15, ,"2014/15 Jan, Feb, Mar",West Yorkshire,Other buildings,41
2014/15, ,"2014/15 Jan, Feb, Mar",Lincolnshire,Other buildings,13
2014/15, ,"2014/15 Jan, Feb, Mar",Derbyshire,Other buildings,12
2014/15, ,"2014/15 Jan, Feb, Mar",Northamptonshire,Other buildings,12
2014/15, ,"2014/15 Jan, Feb, Mar",Leicestershire,Other buildings,18
2014/15, ,"2014/15 Jan, Feb, Mar",Nottinghamshire,Other buildings,23
2014/15, ,"2014/15 Jan, Feb, Mar",Hereford & Worcester,Other buildings,7
2014/15, ,"2014/15 Jan, Feb, Mar",Shropshire,Other buildings,8
2014/15, ,"2014/15 Jan, Feb, Mar",West Midlands,Other buildings,55
2014/15, ,"2014/15 Jan, Feb, Mar",Warwickshire,Other buildings,2
2014/15, ,"2014/15 Jan, Feb, Mar",Staffordshire,Other buildings,47
2014/15, ,"2014/15 Jan, Feb, Mar",Bedfordshire,Other buildings,6
2014/15, ,"2014/15 Jan, Feb, Mar",Cambridgeshire,Other buildings,16
2014/15, ,"2014/15 Jan, Feb, Mar",Essex,Other buildings,16
2014/15, ,"2014/15 Jan, Feb, Mar",Hertfordshire,Other buildings,12
2014/15, ,"2014/15 Jan, Feb, Mar",Norfolk,Other buildings,15
2014/15, ,"2014/15 Jan, Feb, Mar",Suffolk,Other buildings,9
2014/15, ,"2014/15 Jan, Feb, Mar",Greater London,Other buildings,52
2014/15, ,"2014/15 Jan, Feb, Mar",Greater London,Other buildings,38
2014/15, ,"2014/15 Jan, Feb, Mar",Buckinghamshire,Other buildings,13
2014/15, ,"2014/15 Jan, Feb, Mar",East Sussex,Other buildings,9
2014/15, ,"2014/15 Jan, Feb, Mar",Hampshire,Other buildings,16
2014/15, ,"2014/15 Jan, Feb, Mar",Kent,Other buildings,33
2014/15, ,"2014/15 Jan, Feb, Mar",Surrey,Other buildings,16
2014/15, ,"2014/15 Jan, Feb, Mar",Isle Of Wight,Other buildings,2
2014/15, ,"2014/15 Jan, Feb, Mar",West Sussex,Other buildings,10
2014/15, ,"2014/15 Jan, Feb, Mar",Oxfordshire,Other buildings,5
2014/15, ,"2014/15 Jan, Feb, Mar",Berkshire,Other buildings,7
2014/15, ,"2014/15 Jan, Feb, Mar",Avon,Other buildings,23
2014/15, ,"2014/15 Jan, Feb, Mar",Cornwall,Other buildings,6
2014/15, ,"2014/15 Jan, Feb, Mar",Gloucestershire,Other buildings,6
2014/15, ,"2014/15 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,8
2014/15, ,"2014/15 Jan, Feb, Mar",Dorset & Wiltshire,Other buildings,2
2014/15, ,"2014/15 Jan, Feb, Mar",Devon & Somerset,Other buildings,24
2014/15, ,"2014/15 Apr, May, Jun",Cleveland,Other buildings,16
2014/15, ,"2014/15 Apr, May, Jun",Durham,Other buildings,14
2014/15, ,"2014/15 Apr, May, Jun",Northumberland,Other buildings,8
2014/15, ,"2014/15 Apr, May, Jun",Tyne & Wear,Other buildings,35
2014/15, ,"2014/15 Apr, May, Jun",Cumbria,Other buildings,9
2014/15, ,"2014/15 Apr, May, Jun",Cheshire,Other buildings,17
2014/15, ,"2014/15 Apr, May, Jun",Greater Manchester,Other buildings,97
2014/15, ,"2014/15 Apr, May, Jun",Lancashire,Other buildings,46
2014/15, ,"2014/15 Apr, May, Jun",Merseyside,Other buildings,36
2014/15, ,"2014/15 Apr, May, Jun",Humberside,Other buildings,29
2014/15, ,"2014/15 Apr, May, Jun",North Yorkshire,Other buildings,8
2014/15, ,"2014/15 Apr, May, Jun",South Yorkshire,Other buildings,30
2014/15, ,"2014/15 Apr, May, Jun",West Yorkshire,Other buildings,82
2014/15, ,"2014/15 Apr, May, Jun",Lincolnshire,Other buildings,22
2014/15, ,"2014/15 Apr, May, Jun",Derbyshire,Other buildings,21
2014/15, ,"2014/15 Apr, May, Jun",Northamptonshire,Other buildings,11
2014/15, ,"2014/15 Apr, May, Jun",Leicestershire,Other buildings,13
2014/15, ,"2014/15 Apr, May, Jun",Nottinghamshire,Other buildings,35
2014/15, ,"2014/15 Apr, May, Jun",Hereford & Worcester,Other buildings,12
2014/15, ,"2014/15 Apr, May, Jun",Shropshire,Other buildings,8
2014/15, ,"2014/15 Apr, May, Jun",West Midlands,Other buildings,79
2014/15, ,"2014/15 Apr, May, Jun",Warwickshire,Other buildings,7
2014/15, ,"2014/15 Apr, May, Jun",Staffordshire,Other buildings,48
2014/15, ,"2014/15 Apr, May, Jun",Bedfordshire,Other buildings,10
2014/15, ,"2014/15 Apr, May, Jun",Cambridgeshire,Other buildings,17
2014/15, ,"2014/15 Apr, May, Jun",Essex,Other buildings,24
2014/15, ,"2014/15 Apr, May, Jun",Hertfordshire,Other buildings,10
2014/15, ,"2014/15 Apr, May, Jun",Norfolk,Other buildings,17
2014/15, ,"2014/15 Apr, May, Jun",Suffolk,Other buildings,8
2014/15, ,"2014/15 Apr, May, Jun",Greater London,Other buildings,64
2014/15, ,"2014/15 Apr, May, Jun",Greater London,Other buildings,37
2014/15, ,"2014/15 Apr, May, Jun",Buckinghamshire,Other buildings,8
2014/15, ,"2014/15 Apr, May, Jun",East Sussex,Other buildings,14
2014/15, ,"2014/15 Apr, May, Jun",Hampshire,Other buildings,14
2014/15, ,"2014/15 Apr, May, Jun",Kent,Other buildings,33
2014/15, ,"2014/15 Apr, May, Jun",Surrey,Other buildings,21
2014/15, ,"2014/15 Apr, May, Jun",Isle Of Wight,Other buildings,4
2014/15, ,"2014/15 Apr, May, Jun",West Sussex,Other buildings,20
2014/15, ,"2014/15 Apr, May, Jun",Oxfordshire,Other buildings,11
2014/15, ,"2014/15 Apr, May, Jun",Berkshire,Other buildings,4
2014/15, ,"2014/15 Apr, May, Jun",Avon,Other buildings,26
2014/15, ,"2014/15 Apr, May, Jun",Cornwall,Other buildings,9
2014/15, ,"2014/15 Apr, May, Jun",Gloucestershire,Other buildings,9
2014/15, ,"2014/15 Apr, May, Jun",Dorset & Wiltshire,Other buildings,11
2014/15, ,"2014/15 Apr, May, Jun",Dorset & Wiltshire,Other buildings,12
2014/15, ,"2014/15 Apr, May, Jun",Devon & Somerset,Other buildings,36
2014/15, ,"2014/15 Jul, Aug, Sep",Cleveland,Other buildings,11
2014/15, ,"2014/15 Jul, Aug, Sep",Durham,Other buildings,17
2014/15, ,"2014/15 Jul, Aug, Sep",Northumberland,Other buildings,9
2014/15, ,"2014/15 Jul, Aug, Sep",Tyne & Wear,Other buildings,31
2014/15, ,"2014/15 Jul, Aug, Sep",Cumbria,Other buildings,3
2014/15, ,"2014/15 Jul, Aug, Sep",Cheshire,Other buildings,24
2014/15, ,"2014/15 Jul, Aug, Sep",Greater Manchester,Other buildings,85
2014/15, ,"2014/15 Jul, Aug, Sep",Lancashire,Other buildings,32
2014/15, ,"2014/15 Jul, Aug, Sep",Merseyside,Other buildings,51
2014/15, ,"2014/15 Jul, Aug, Sep",Humberside,Other buildings,28
2014/15, ,"2014/15 Jul, Aug, Sep",North Yorkshire,Other buildings,10
2014/15, ,"2014/15 Jul, Aug, Sep",South Yorkshire,Other buildings,36
2014/15, ,"2014/15 Jul, Aug, Sep",West Yorkshire,Other buildings,57
2014/15, ,"2014/15 Jul, Aug, Sep",Lincolnshire,Other buildings,16
2014/15, ,"2014/15 Jul, Aug, Sep",Derbyshire,Other buildings,22
2014/15, ,"2014/15 Jul, Aug, Sep",Northamptonshire,Other buildings,13
2014/15, ,"2014/15 Jul, Aug, Sep",Leicestershire,Other buildings,18
2014/15, ,"2014/15 Jul, Aug, Sep",Nottinghamshire,Other buildings,29
2014/15, ,"2014/15 Jul, Aug, Sep",Hereford & Worcester,Other buildings,10
2014/15, ,"2014/15 Jul, Aug, Sep",Shropshire,Other buildings,10
2014/15, ,"2014/15 Jul, Aug, Sep",West Midlands,Other buildings,67
2014/15, ,"2014/15 Jul, Aug, Sep",Warwickshire,Other buildings,3
